Time,Theta_Numerical,Theta_Analytical,Difference
12.520000,-0.042979,-0.042983,0.000005
12.530000,-0.043520,-0.043525,0.000005
12.540000,-0.044055,-0.044061,0.000006
12.550000,-0.044584,-0.044591,0.000007
12.560000,-0.045106,-0.045114,0.000008
12.570000,-0.045622,-0.045630,0.000008
12.580000,-0.046131,-0.046140,0.000009
12.590000,-0.046633,-0.046643,0.000010
12.600000,-0.047128,-0.047139,0.000010
12.610000,-0.047617,-0.047627,0.000011
12.620000,-0.048098,-0.048109,0.000011
12.630000,-0.048571,-0.048583,0.000012
12.640000,-0.049038,-0.049050,0.000012
12.650000,-0.049496,-0.049509,0.000013
12.660000,-0.049947,-0.049960,0.000013
12.670000,-0.050391,-0.050404,0.000013
12.680000,-0.050826,-0.050840,0.000014
12.690000,-0.051254,-0.051268,0.000014
12.700000,-0.051674,-0.051688,0.000014
12.710000,-0.052085,-0.052100,0.000015
12.720000,-0.052488,-0.052503,0.000015
12.730000,-0.052883,-0.052898,0.000015
12.740000,-0.053270,-0.053285,0.000015
12.750000,-0.053648,-0.053663,0.000015
12.760000,-0.054018,-0.054033,0.000015
12.770000,-0.054378,-0.054394,0.000015
12.780000,-0.054731,-0.054746,0.000015
12.790000,-0.055074,-0.055089,0.000015
12.800000,-0.055408,-0.055423,0.000015
12.810000,-0.055734,-0.055748,0.000015
12.820000,-0.056050,-0.056064,0.000014
12.830000,-0.056357,-0.056371,0.000014
12.840000,-0.056655,-0.056669,0.000014
12.850000,-0.056944,-0.056958,0.000014
12.860000,-0.057224,-0.057237,0.000013
12.870000,-0.057494,-0.057507,0.000013
12.880000,-0.057755,-0.057767,0.000012
12.890000,-0.058006,-0.058018,0.000012
12.900000,-0.058247,-0.058259,0.000011
12.910000,-0.058480,-0.058490,0.000011
12.920000,-0.058702,-0.058712,0.000010
12.930000,-0.058915,-0.058924,0.000009
12.940000,-0.059118,-0.059126,0.000009
12.950000,-0.059311,-0.059319,0.000008
12.960000,-0.059495,-0.059502,0.000007
12.970000,-0.059668,-0.059675,0.000006
12.980000,-0.059832,-0.059838,0.000005
12.990000,-0.059986,-0.059991,0.000005
13.000000,-0.060130,-0.060134,0.000004
13.010000,-0.060264,-0.060267,0.000003
13.020000,-0.060388,-0.060390,0.000002
13.030000,-0.060503,-0.060503,0.000001
13.040000,-0.060607,-0.060606,0.000000
13.050000,-0.060701,-0.060699,0.000002
13.060000,-0.060785,-0.060782,0.000003
13.070000,-0.060859,-0.060855,0.000004
13.080000,-0.060923,-0.060918,0.000005
13.090000,-0.060977,-0.060971,0.000006
13.100000,-0.061021,-0.061014,0.000007
13.110000,-0.061055,-0.061047,0.000009
13.120000,-0.061079,-0.061069,0.000010
13.130000,-0.061093,-0.061082,0.000011
13.140000,-0.061097,-0.061085,0.000013
13.150000,-0.061091,-0.061077,0.000014
13.160000,-0.061075,-0.061060,0.000015
13.170000,-0.061049,-0.061033,0.000017
13.180000,-0.061014,-0.060996,0.000018
13.190000,-0.060968,-0.060948,0.000019
13.200000,-0.060912,-0.060891,0.000021
13.210000,-0.060847,-0.060824,0.000022
13.220000,-0.060771,-0.060748,0.000024
13.230000,-0.060686,-0.060661,0.000025
13.240000,-0.060592,-0.060565,0.000027
13.250000,-0.060487,-0.060459,0.000028
13.260000,-0.060373,-0.060343,0.000029
13.270000,-0.060249,-0.060218,0.000031
13.280000,-0.060115,-0.060083,0.000032
13.290000,-0.059972,-0.059939,0.000034
13.300000,-0.059820,-0.059785,0.000035
13.310000,-0.059658,-0.059622,0.000037
13.320000,-0.059487,-0.059449,0.000038
13.330000,-0.059306,-0.059267,0.000039
13.340000,-0.059116,-0.059076,0.000041
13.350000,-0.058917,-0.058875,0.000042
13.360000,-0.058709,-0.058665,0.000043
13.370000,-0.058491,-0.058447,0.000045
13.380000,-0.058265,-0.058219,0.000046
13.390000,-0.058030,-0.057982,0.000047
13.400000,-0.057785,-0.057737,0.000049
13.410000,-0.057532,-0.057482,0.000050
13.420000,-0.057270,-0.057219,0.000051
13.430000,-0.057000,-0.056947,0.000052
13.440000,-0.056721,-0.056667,0.000054
13.450000,-0.056433,-0.056378,0.000055
13.460000,-0.056137,-0.056081,0.000056
13.470000,-0.055832,-0.055775,0.000057
13.480000,-0.055519,-0.055461,0.000058
13.490000,-0.055198,-0.055139,0.000059
13.500000,-0.054869,-0.054809,0.000060
13.510000,-0.054531,-0.054470,0.000061
13.520000,-0.054186,-0.054124,0.000062
13.530000,-0.053833,-0.053770,0.000063
13.540000,-0.053472,-0.053408,0.000064
13.550000,-0.053103,-0.053038,0.000065
13.560000,-0.052727,-0.052661,0.000065
13.570000,-0.052343,-0.052277,0.000066
13.580000,-0.051951,-0.051885,0.000067
13.590000,-0.051553,-0.051485,0.000067
13.600000,-0.051147,-0.051079,0.000068
13.610000,-0.050733,-0.050665,0.000068
13.620000,-0.050313,-0.050244,0.000069
13.630000,-0.049886,-0.049817,0.000069
13.640000,-0.049452,-0.049382,0.000070
13.650000,-0.049011,-0.048941,0.000070
13.660000,-0.048563,-0.048493,0.000070
13.670000,-0.048109,-0.048038,0.000071
13.680000,-0.047648,-0.047577,0.000071
13.690000,-0.047181,-0.047110,0.000071
13.700000,-0.046707,-0.046636,0.000071
13.710000,-0.046227,-0.046156,0.000071
13.720000,-0.045741,-0.045670,0.000071
13.730000,-0.045249,-0.045178,0.000071
13.740000,-0.044751,-0.044681,0.000071
13.750000,-0.044248,-0.044177,0.000070
13.760000,-0.043738,-0.043668,0.000070
13.770000,-0.043223,-0.043153,0.000070
13.780000,-0.042702,-0.042633,0.000070
13.790000,-0.042176,-0.042107,0.000069
13.800000,-0.041645,-0.041576,0.000069
13.810000,-0.041108,-0.041040,0.000068
13.820000,-0.040566,-0.040499,0.000068
13.830000,-0.040019,-0.039952,0.000067
13.840000,-0.039467,-0.039401,0.000066
13.850000,-0.038911,-0.038845,0.000066
13.860000,-0.038349,-0.038284,0.000065
13.870000,-0.037783,-0.037719,0.000064
13.880000,-0.037212,-0.037149,0.000063
13.890000,-0.036637,-0.036575,0.000062
13.900000,-0.036058,-0.035996,0.000061
13.910000,-0.035474,-0.035414,0.000060
13.920000,-0.034886,-0.034827,0.000059
13.930000,-0.034294,-0.034236,0.000058
13.940000,-0.033698,-0.033641,0.000057
13.950000,-0.033098,-0.033042,0.000056
13.960000,-0.032494,-0.032440,0.000054
13.970000,-0.031886,-0.031833,0.000053
13.980000,-0.031275,-0.031224,0.000052
13.990000,-0.030661,-0.030610,0.000050
14.000000,-0.030043,-0.029994,0.000049
14.010000,-0.029421,-0.029374,0.000048
14.020000,-0.028797,-0.028751,0.000046
14.030000,-0.028169,-0.028124,0.000045
14.040000,-0.027538,-0.027495,0.000043
14.050000,-0.026904,-0.026863,0.000041
14.060000,-0.026268,-0.026228,0.000040
14.070000,-0.025628,-0.025590,0.000038
14.080000,-0.024986,-0.024949,0.000037
14.090000,-0.024341,-0.024306,0.000035
14.100000,-0.023694,-0.023661,0.000033
14.110000,-0.023044,-0.023013,0.000031
14.120000,-0.022392,-0.022362,0.000030
14.130000,-0.021737,-0.021710,0.000028
14.140000,-0.021081,-0.021055,0.000026
14.150000,-0.020422,-0.020398,0.000024
14.160000,-0.019761,-0.019739,0.000023
14.170000,-0.019099,-0.019078,0.000021
14.180000,-0.018434,-0.018415,0.000019
14.190000,-0.017768,-0.017751,0.000017
14.200000,-0.017100,-0.017085,0.000015
14.210000,-0.016431,-0.016417,0.000013
14.220000,-0.015760,-0.015748,0.000011
14.230000,-0.015087,-0.015077,0.000010
14.240000,-0.014413,-0.014405,0.000008
14.250000,-0.013738,-0.013732,0.000006
14.260000,-0.013062,-0.013057,0.000004
14.270000,-0.012384,-0.012382,0.000002
14.280000,-0.011705,-0.011705,0.000000
14.290000,-0.011026,-0.011027,0.000001
14.300000,-0.010346,-0.010349,0.000003
14.310000,-0.009664,-0.009669,0.000005
14.320000,-0.008982,-0.008989,0.000007
14.330000,-0.008300,-0.008308,0.000009
14.340000,-0.007616,-0.007627,0.000010
14.350000,-0.006933,-0.006945,0.000012
14.360000,-0.006248,-0.006262,0.000014
14.370000,-0.005564,-0.005579,0.000016
14.380000,-0.004879,-0.004896,0.000017
14.390000,-0.004194,-0.004213,0.000019
14.400000,-0.003508,-0.003529,0.000020
14.410000,-0.002823,-0.002845,0.000022
14.420000,-0.002138,-0.002161,0.000024
14.430000,-0.001453,-0.001478,0.000025
14.440000,-0.000767,-0.000794,0.000027
14.450000,-0.000082,-0.000111,0.000028
14.460000,0.000602,0.000573,0.000030
14.470000,0.001286,0.001256,0.000031
14.480000,0.001970,0.001938,0.000032
14.490000,0.002654,0.002620,0.000034
14.500000,0.003337,0.003302,0.000035
14.510000,0.004019,0.003983,0.000036
14.520000,0.004700,0.004663,0.000037
14.530000,0.005381,0.005342,0.000039
14.540000,0.006061,0.006021,0.000040
14.550000,0.006740,0.006699,0.000041
14.560000,0.007417,0.007376,0.000042
14.570000,0.008094,0.008052,0.000043
14.580000,0.008770,0.008726,0.000044
14.590000,0.009445,0.009400,0.000044
14.600000,0.010118,0.010072,0.000045
14.610000,0.010790,0.010744,0.000046
14.620000,0.011460,0.011413,0.000047
14.630000,0.012129,0.012082,0.000048
14.640000,0.012797,0.012748,0.000048
14.650000,0.013462,0.013414,0.000049
14.660000,0.014127,0.014077,0.000049
14.670000,0.014789,0.014739,0.000050
14.680000,0.015449,0.015399,0.000050
14.690000,0.016108,0.016057,0.000051
14.700000,0.016765,0.016714,0.000051
14.710000,0.017419,0.017368,0.000051
14.720000,0.018072,0.018020,0.000051
14.730000,0.018722,0.018670,0.000052
14.740000,0.019370,0.019318,0.000052
14.750000,0.020016,0.019964,0.000052
14.760000,0.020659,0.020607,0.000052
14.770000,0.021300,0.021248,0.000052
14.780000,0.021938,0.021886,0.000052
14.790000,0.022573,0.022522,0.000052
14.800000,0.023206,0.023155,0.000052
14.810000,0.023836,0.023785,0.000051
14.820000,0.024464,0.024413,0.000051
14.830000,0.025088,0.025037,0.000051
14.840000,0.025709,0.025659,0.000050
14.850000,0.026327,0.026277,0.000050
14.860000,0.026943,0.026893,0.000050
14.870000,0.027554,0.027505,0.000049
14.880000,0.028163,0.028114,0.000049
14.890000,0.028768,0.028720,0.000048
14.900000,0.029370,0.029323,0.000047
14.910000,0.029968,0.029921,0.000047
14.920000,0.030563,0.030517,0.000046
14.930000,0.031154,0.031108,0.000045
14.940000,0.031741,0.031696,0.000045
14.950000,0.032324,0.032281,0.000044
14.960000,0.032904,0.032861,0.000043
14.970000,0.033479,0.033437,0.000042
14.980000,0.034051,0.034009,0.000041
14.990000,0.034618,0.034578,0.000040
15.000000,0.035181,0.035142,0.000039
15.010000,0.035740,0.035701,0.000038
15.020000,0.036294,0.036257,0.000037
15.030000,0.036844,0.036808,0.000036
15.040000,0.037390,0.037354,0.000035
15.050000,0.037930,0.037896,0.000034
15.060000,0.038467,0.038433,0.000033
15.070000,0.038998,0.038966,0.000032
15.080000,0.039524,0.039493,0.000031
15.090000,0.040046,0.040016,0.000030
15.100000,0.040563,0.040534,0.000029
15.110000,0.041074,0.041047,0.000028
15.120000,0.041581,0.041554,0.000026
15.130000,0.042082,0.042056,0.000025
15.140000,0.042577,0.042553,0.000024
15.150000,0.043068,0.043045,0.000023
15.160000,0.043553,0.043531,0.000022
15.170000,0.044032,0.044012,0.000021
15.180000,0.044506,0.044487,0.000019
15.190000,0.044974,0.044956,0.000018
15.200000,0.045436,0.045419,0.000017
15.210000,0.045893,0.045877,0.000016
15.220000,0.046343,0.046329,0.000015
15.230000,0.046788,0.046774,0.000013
15.240000,0.047226,0.047214,0.000012
15.250000,0.047658,0.047647,0.000011
15.260000,0.048084,0.048074,0.000010
15.270000,0.048504,0.048495,0.000009
15.280000,0.048917,0.048910,0.000008
15.290000,0.049324,0.049317,0.000007
15.300000,0.049724,0.049719,0.000006
15.310000,0.050118,0.050114,0.000005
15.320000,0.050505,0.050501,0.000004
15.330000,0.050885,0.050883,0.000003
15.340000,0.051259,0.051257,0.000002
15.350000,0.051625,0.051624,0.000001
15.360000,0.051984,0.051985,0.000000
15.370000,0.052337,0.052338,0.000001
15.380000,0.052682,0.052684,0.000002
15.390000,0.053020,0.053023,0.000003
15.400000,0.053351,0.053355,0.000004
15.410000,0.053675,0.053679,0.000005
15.420000,0.053991,0.053996,0.000005
15.430000,0.054299,0.054305,0.000006
15.440000,0.054601,0.054607,0.000007
15.450000,0.054894,0.054902,0.000007
15.460000,0.055180,0.055188,0.000008
15.470000,0.055458,0.055467,0.000009
15.480000,0.055729,0.055738,0.000009
15.490000,0.055991,0.056001,0.000010
15.500000,0.056246,0.056256,0.000010
15.510000,0.056493,0.056503,0.000010
15.520000,0.056732,0.056742,0.000011
15.530000,0.056962,0.056973,0.000011
15.540000,0.057185,0.057196,0.000011
15.550000,0.057399,0.057411,0.000012
15.560000,0.057605,0.057617,0.000012
15.570000,0.057803,0.057815,0.000012
15.580000,0.057993,0.058005,0.000012
15.590000,0.058174,0.058186,0.000012
15.600000,0.058347,0.058359,0.000012
15.610000,0.058511,0.058523,0.000012
15.620000,0.058667,0.058679,0.000012
15.630000,0.058814,0.058826,0.000012
15.640000,0.058953,0.058965,0.000012
15.650000,0.059083,0.059094,0.000011
15.660000,0.059204,0.059215,0.000011
15.670000,0.059317,0.059328,0.000011
15.680000,0.059421,0.059431,0.000011
15.690000,0.059516,0.059526,0.000010
15.700000,0.059602,0.059612,0.000010
15.710000,0.059679,0.059689,0.000009
15.720000,0.059748,0.059757,0.000009
15.730000,0.059808,0.059816,0.000008
15.740000,0.059858,0.059866,0.000008
15.750000,0.059900,0.059907,0.000007
15.760000,0.059933,0.059939,0.000006
15.770000,0.059957,0.059962,0.000006
15.780000,0.059971,0.059976,0.000005
15.790000,0.059977,0.059981,0.000004
15.800000,0.059974,0.059977,0.000003
15.810000,0.059961,0.059964,0.000003
15.820000,0.059940,0.059942,0.000002
15.830000,0.059909,0.059910,0.000001
15.840000,0.059870,0.059870,0.000000
15.850000,0.059821,0.059820,0.000001
15.860000,0.059763,0.059761,0.000002
15.870000,0.059696,0.059693,0.000003
15.880000,0.059620,0.059616,0.000004
15.890000,0.059535,0.059530,0.000005
15.900000,0.059441,0.059434,0.000006
15.910000,0.059337,0.059330,0.000008
15.920000,0.059225,0.059216,0.000009
15.930000,0.059103,0.059093,0.000010
15.940000,0.058973,0.058962,0.000011
15.950000,0.058833,0.058821,0.000012
15.960000,0.058684,0.058671,0.000014
15.970000,0.058526,0.058512,0.000015
15.980000,0.058359,0.058343,0.000016
15.990000,0.058184,0.058166,0.000017
16.000000,0.057999,0.057980,0.000018
16.010000,0.057805,0.057785,0.000020
16.020000,0.057602,0.057581,0.000021
16.030000,0.057391,0.057368,0.000022
16.040000,0.057170,0.057147,0.000024
16.050000,0.056941,0.056916,0.000025
16.060000,0.056703,0.056676,0.000026
16.070000,0.056456,0.056428,0.000027
16.080000,0.056200,0.056171,0.000029
16.090000,0.055936,0.055906,0.000030
16.100000,0.055663,0.055631,0.000031
16.110000,0.055381,0.055348,0.000033
16.120000,0.055091,0.055057,0.000034
16.130000,0.054792,0.054757,0.000035
16.140000,0.054485,0.054448,0.000036
16.150000,0.054169,0.054132,0.000037
16.160000,0.053845,0.053806,0.000039
16.170000,0.053512,0.053473,0.000040
16.180000,0.053172,0.053131,0.000041
16.190000,0.052823,0.052781,0.000042
16.200000,0.052466,0.052423,0.000043
16.210000,0.052101,0.052056,0.000044
16.220000,0.051727,0.051682,0.000045
16.230000,0.051346,0.051300,0.000046
16.240000,0.050957,0.050910,0.000047
16.250000,0.050560,0.050512,0.000048
16.260000,0.050155,0.050106,0.000049
16.270000,0.049743,0.049693,0.000050
16.280000,0.049323,0.049272,0.000051
16.290000,0.048895,0.048843,0.000052
16.300000,0.048460,0.048407,0.000053
16.310000,0.048017,0.047964,0.000053
16.320000,0.047567,0.047513,0.000054
16.330000,0.047110,0.047055,0.000055
16.340000,0.046646,0.046590,0.000056
16.350000,0.046174,0.046118,0.000056
16.360000,0.045696,0.045639,0.000057
16.370000,0.045210,0.045153,0.000057
16.380000,0.044718,0.044660,0.000058
16.390000,0.044219,0.044161,0.000058
16.400000,0.043713,0.043654,0.000059
16.410000,0.043201,0.043142,0.000059
16.420000,0.042682,0.042622,0.000059
16.430000,0.042156,0.042097,0.000059
16.440000,0.041625,0.041565,0.000060
16.450000,0.041087,0.041027,0.000060
16.460000,0.040543,0.040483,0.000060
16.470000,0.039993,0.039933,0.000060
16.480000,0.039437,0.039377,0.000060
16.490000,0.038875,0.038815,0.000060
16.500000,0.038307,0.038248,0.000060
16.510000,0.037734,0.037674,0.000060
16.520000,0.037155,0.037096,0.000060
16.530000,0.036571,0.036512,0.000059
16.540000,0.035981,0.035922,0.000059
16.550000,0.035387,0.035328,0.000059
16.560000,0.034787,0.034728,0.000058
16.570000,0.034182,0.034124,0.000058
16.580000,0.033572,0.033514,0.000057
16.590000,0.032957,0.032900,0.000057
16.600000,0.032337,0.032281,0.000056
16.610000,0.031713,0.031657,0.000056
16.620000,0.031084,0.031029,0.000055
16.630000,0.030451,0.030397,0.000054
16.640000,0.029814,0.029760,0.000054
16.650000,0.029172,0.029120,0.000053
16.660000,0.028527,0.028475,0.000052
16.670000,0.027877,0.027826,0.000051
16.680000,0.027224,0.027174,0.000050
16.690000,0.026566,0.026517,0.000049
16.700000,0.025906,0.025857,0.000048
16.710000,0.025241,0.025194,0.000047
16.720000,0.024573,0.024527,0.000046
16.730000,0.023902,0.023857,0.000045
16.740000,0.023228,0.023184,0.000044
16.750000,0.022550,0.022508,0.000043
16.760000,0.021870,0.021829,0.000041
16.770000,0.021187,0.021147,0.000040
16.780000,0.020501,0.020462,0.000039
16.790000,0.019812,0.019774,0.000037
16.800000,0.019121,0.019084,0.000036
16.810000,0.018427,0.018392,0.000035
16.820000,0.017731,0.017698,0.000033
16.830000,0.017033,0.017001,0.000032
16.840000,0.016333,0.016302,0.000030
16.850000,0.015630,0.015601,0.000029
16.860000,0.014926,0.014899,0.000027
16.870000,0.014220,0.014194,0.000026
16.880000,0.013513,0.013488,0.000024
16.890000,0.012804,0.012781,0.000023
16.900000,0.012093,0.012072,0.000021
16.910000,0.011382,0.011362,0.000020
16.920000,0.010669,0.010650,0.000018
16.930000,0.009955,0.009938,0.000017
16.940000,0.009239,0.009224,0.000015
16.950000,0.008524,0.008510,0.000013
16.960000,0.007807,0.007795,0.000012
16.970000,0.007089,0.007079,0.000010
16.980000,0.006372,0.006363,0.000009
16.990000,0.005653,0.005646,0.000007
17.000000,0.004935,0.004929,0.000005
17.010000,0.004216,0.004212,0.000004
17.020000,0.003497,0.003495,0.000002
17.030000,0.002778,0.002777,0.000000
17.040000,0.002059,0.002060,0.000001
17.050000,0.001340,0.001343,0.000003
17.060000,0.000621,0.000626,0.000004
17.070000,-0.000097,-0.000091,0.000006
17.080000,-0.000814,-0.000807,0.000007
17.090000,-0.001531,-0.001522,0.000009
17.100000,-0.002248,-0.002237,0.000010
17.110000,-0.002963,-0.002951,0.000012
17.120000,-0.003678,-0.003664,0.000013
17.130000,-0.004391,-0.004376,0.000015
17.140000,-0.005103,-0.005087,0.000016
17.150000,-0.005815,-0.005797,0.000018
17.160000,-0.006525,-0.006505,0.000019
17.170000,-0.007233,-0.007213,0.000021
17.180000,-0.007940,-0.007918,0.000022
17.190000,-0.008645,-0.008622,0.000023
17.200000,-0.009349,-0.009325,0.000024
17.210000,-0.010051,-0.010025,0.000026
17.220000,-0.010751,-0.010724,0.000027
17.230000,-0.011449,-0.011421,0.000028
17.240000,-0.012145,-0.012116,0.000029
17.250000,-0.012839,-0.012808,0.000030
17.260000,-0.013530,-0.013499,0.000032
17.270000,-0.014220,-0.014187,0.000033
17.280000,-0.014906,-0.014873,0.000034
17.290000,-0.015591,-0.015556,0.000035
17.300000,-0.016272,-0.016237,0.000035
17.310000,-0.016951,-0.016915,0.000036
17.320000,-0.017627,-0.017590,0.000037
17.330000,-0.018300,-0.018262,0.000038
17.340000,-0.018971,-0.018932,0.000039
17.350000,-0.019638,-0.019598,0.000040
17.360000,-0.020302,-0.020262,0.000040
17.370000,-0.020963,-0.020922,0.000041
17.380000,-0.021620,-0.021579,0.000042
17.390000,-0.022274,-0.022232,0.000042
17.400000,-0.022925,-0.022882,0.000043
17.410000,-0.023572,-0.023529,0.000043
17.420000,-0.024216,-0.024172,0.000044
17.430000,-0.024856,-0.024812,0.000044
17.440000,-0.025492,-0.025447,0.000044
17.450000,-0.026124,-0.026079,0.000045
17.460000,-0.026752,-0.026707,0.000045
17.470000,-0.027376,-0.027331,0.000045
17.480000,-0.027996,-0.027951,0.000045
17.490000,-0.028612,-0.028567,0.000046
17.500000,-0.029224,-0.029178,0.000046
17.510000,-0.029831,-0.029785,0.000046
17.520000,-0.030434,-0.030388,0.000046
17.530000,-0.031032,-0.030987,0.000046
17.540000,-0.031626,-0.031581,0.000046
17.550000,-0.032216,-0.032170,0.000046
17.560000,-0.032800,-0.032755,0.000045
17.570000,-0.033380,-0.033335,0.000045
17.580000,-0.033955,-0.033910,0.000045
17.590000,-0.034525,-0.034480,0.000045
17.600000,-0.035090,-0.035046,0.000045
17.610000,-0.035650,-0.035606,0.000044
17.620000,-0.036205,-0.036161,0.000044
17.630000,-0.036755,-0.036712,0.000044
17.640000,-0.037300,-0.037257,0.000043
17.650000,-0.037839,-0.037797,0.000043
17.660000,-0.038373,-0.038331,0.000042
17.670000,-0.038902,-0.038860,0.000042
17.680000,-0.039425,-0.039384,0.000041
17.690000,-0.039942,-0.039902,0.000041
17.700000,-0.040454,-0.040414,0.000040
17.710000,-0.040960,-0.040921,0.000039
17.720000,-0.041461,-0.041422,0.000039
17.730000,-0.041955,-0.041917,0.000038
17.740000,-0.042444,-0.042407,0.000037
17.750000,-0.042927,-0.042891,0.000037
17.760000,-0.043404,-0.043368,0.000036
17.770000,-0.043875,-0.043840,0.000035
17.780000,-0.044340,-0.044305,0.000034
17.790000,-0.044799,-0.044765,0.000034
17.800000,-0.045251,-0.045218,0.000033
17.810000,-0.045697,-0.045665,0.000032
17.820000,-0.046137,-0.046106,0.000031
17.830000,-0.046571,-0.046540,0.000030
17.840000,-0.046998,-0.046968,0.000030
17.850000,-0.047419,-0.047390,0.000029
17.860000,-0.047833,-0.047805,0.000028
17.870000,-0.048240,-0.048213,0.000027
17.880000,-0.048641,-0.048615,0.000026
17.890000,-0.049035,-0.049010,0.000025
17.900000,-0.049423,-0.049398,0.000024
17.910000,-0.049804,-0.049780,0.000024
17.920000,-0.050178,-0.050155,0.000023
17.930000,-0.050545,-0.050523,0.000022
17.940000,-0.050905,-0.050884,0.000021
17.950000,-0.051258,-0.051238,0.000020
17.960000,-0.051604,-0.051585,0.000019
17.970000,-0.051943,-0.051925,0.000019
17.980000,-0.052275,-0.052258,0.000018
17.990000,-0.052600,-0.052583,0.000017
18.000000,-0.052918,-0.052902,0.000016
18.010000,-0.053228,-0.053213,0.000015
18.020000,-0.053531,-0.053517,0.000015
18.030000,-0.053827,-0.053813,0.000014
18.040000,-0.054116,-0.054103,0.000013
18.050000,-0.054397,-0.054384,0.000012
18.060000,-0.054670,-0.054659,0.000012
18.070000,-0.054936,-0.054926,0.000011
18.080000,-0.055195,-0.055185,0.000010
18.090000,-0.055446,-0.055437,0.000010
18.100000,-0.055690,-0.055681,0.000009
18.110000,-0.055925,-0.055917,0.000008
18.120000,-0.056154,-0.056146,0.000008
18.130000,-0.056374,-0.056367,0.000007
18.140000,-0.056587,-0.056580,0.000007
18.150000,-0.056792,-0.056786,0.000006
18.160000,-0.056989,-0.056983,0.000006
18.170000,-0.057178,-0.057173,0.000005
18.180000,-0.057360,-0.057355,0.000005
18.190000,-0.057534,-0.057529,0.000004
18.200000,-0.057699,-0.057695,0.000004
18.210000,-0.057857,-0.057853,0.000004
18.220000,-0.058007,-0.058003,0.000003
18.230000,-0.058149,-0.058146,0.000003
18.240000,-0.058282,-0.058279,0.000003
18.250000,-0.058408,-0.058405,0.000003
18.260000,-0.058525,-0.058523,0.000002
18.270000,-0.058635,-0.058633,0.000002
18.280000,-0.058736,-0.058734,0.000002
18.290000,-0.058830,-0.058828,0.000002
18.300000,-0.058915,-0.058913,0.000002
18.310000,-0.058991,-0.058990,0.000002
18.320000,-0.059060,-0.059058,0.000002
18.330000,-0.059120,-0.059119,0.000002
18.340000,-0.059173,-0.059171,0.000002
18.350000,-0.059216,-0.059214,0.000002
18.360000,-0.059252,-0.059250,0.000002
18.370000,-0.059279,-0.059277,0.000002
18.380000,-0.059298,-0.059296,0.000003
18.390000,-0.059309,-0.059306,0.000003
18.400000,-0.059312,-0.059309,0.000003
18.410000,-0.059306,-0.059302,0.000003
18.420000,-0.059291,-0.059288,0.000004
18.430000,-0.059269,-0.059265,0.000004
18.440000,-0.059238,-0.059233,0.000004
18.450000,-0.059198,-0.059194,0.000005
18.460000,-0.059150,-0.059145,0.000005
18.470000,-0.059094,-0.059089,0.000006
18.480000,-0.059030,-0.059024,0.000006
18.490000,-0.058957,-0.058950,0.000007
18.500000,-0.058876,-0.058868,0.000007
18.510000,-0.058786,-0.058778,0.000008
18.520000,-0.058688,-0.058680,0.000008
18.530000,-0.058581,-0.058573,0.000009
18.540000,-0.058467,-0.058457,0.000009
18.550000,-0.058343,-0.058333,0.000010
18.560000,-0.058212,-0.058201,0.000011
18.570000,-0.058072,-0.058061,0.000011
18.580000,-0.057924,-0.057912,0.000012
18.590000,-0.057767,-0.057754,0.000013
18.600000,-0.057602,-0.057589,0.000013
18.610000,-0.057429,-0.057415,0.000014
18.620000,-0.057247,-0.057233,0.000015
18.630000,-0.057058,-0.057042,0.000016
18.640000,-0.056860,-0.056843,0.000016
18.650000,-0.056653,-0.056636,0.000017
18.660000,-0.056439,-0.056421,0.000018
18.670000,-0.056216,-0.056197,0.000019
18.680000,-0.055985,-0.055966,0.000020
18.690000,-0.055746,-0.055726,0.000020
18.700000,-0.055499,-0.055478,0.000021
18.710000,-0.055244,-0.055221,0.000022
18.720000,-0.054980,-0.054957,0.000023
18.730000,-0.054709,-0.054685,0.000024
18.740000,-0.054429,-0.054405,0.000025
18.750000,-0.054142,-0.054116,0.000025
18.760000,-0.053846,-0.053820,0.000026
18.770000,-0.053543,-0.053516,0.000027
18.780000,-0.053232,-0.053204,0.000028
18.790000,-0.052912,-0.052884,0.000029
18.800000,-0.052585,-0.052556,0.000029
18.810000,-0.052251,-0.052221,0.000030
18.820000,-0.051908,-0.051877,0.000031
18.830000,-0.051558,-0.051526,0.000032
18.840000,-0.051200,-0.051168,0.000032
18.850000,-0.050835,-0.050801,0.000033
18.860000,-0.050462,-0.050428,0.000034
18.870000,-0.050081,-0.050046,0.000035
18.880000,-0.049693,-0.049658,0.000035
18.890000,-0.049298,-0.049262,0.000036
18.900000,-0.048895,-0.048858,0.000037
18.910000,-0.048485,-0.048447,0.000037
18.920000,-0.048067,-0.048030,0.000038
18.930000,-0.047643,-0.047604,0.000038
18.940000,-0.047211,-0.047172,0.000039
18.950000,-0.046772,-0.046733,0.000040
18.960000,-0.046326,-0.046286,0.000040
18.970000,-0.045874,-0.045833,0.000041
18.980000,-0.045414,-0.045373,0.000041
18.990000,-0.044947,-0.044906,0.000041
19.000000,-0.044474,-0.044432,0.000042
19.010000,-0.043994,-0.043952,0.000042
19.020000,-0.043507,-0.043464,0.000043
19.030000,-0.043014,-0.042971,0.000043
19.040000,-0.042514,-0.042471,0.000043
19.050000,-0.042008,-0.041964,0.000043
19.060000,-0.041495,-0.041451,0.000044
19.070000,-0.040976,-0.040932,0.000044
19.080000,-0.040451,-0.040407,0.000044
19.090000,-0.039920,-0.039876,0.000044
