Time,Theta_Numerical,Theta_Analytical,Difference
0.000000,0.100000,0.100000,0.000000
0.010000,0.099976,0.099976,0.000000
0.020000,0.099904,0.099904,0.000000
0.030000,0.099785,0.099785,0.000001
0.040000,0.099619,0.099618,0.000001
0.050000,0.099407,0.099405,0.000002
0.060000,0.099148,0.099145,0.000003
0.070000,0.098843,0.098839,0.000004
0.080000,0.098493,0.098488,0.000005
0.090000,0.098098,0.098092,0.000006
0.100000,0.097659,0.097651,0.000008
0.110000,0.097176,0.097166,0.000009
0.120000,0.096650,0.096639,0.000011
0.130000,0.096081,0.096068,0.000013
0.140000,0.095471,0.095456,0.000015
0.150000,0.094820,0.094803,0.000017
0.160000,0.094128,0.094109,0.000019
0.170000,0.093397,0.093375,0.000022
0.180000,0.092627,0.092603,0.000024
0.190000,0.091819,0.091792,0.000027
0.200000,0.090974,0.090945,0.000029
0.210000,0.090093,0.090061,0.000032
0.220000,0.089176,0.089142,0.000035
0.230000,0.088225,0.088188,0.000037
0.240000,0.087241,0.087200,0.000040
0.250000,0.086224,0.086180,0.000043
0.260000,0.085175,0.085129,0.000046
0.270000,0.084096,0.084047,0.000049
0.280000,0.082987,0.082935,0.000052
0.290000,0.081850,0.081795,0.000055
0.300000,0.080685,0.080627,0.000059
0.310000,0.079494,0.079433,0.000062
0.320000,0.078278,0.078213,0.000065
0.330000,0.077038,0.076970,0.000068
0.340000,0.075774,0.075703,0.000071
0.350000,0.074488,0.074414,0.000074
0.360000,0.073182,0.073105,0.000077
0.370000,0.071856,0.071776,0.000080
0.380000,0.070511,0.070428,0.000083
0.390000,0.069149,0.069062,0.000086
0.400000,0.067770,0.067681,0.000089
0.410000,0.066376,0.066284,0.000092
0.420000,0.064969,0.064874,0.000095
0.430000,0.063548,0.063451,0.000098
0.440000,0.062116,0.062016,0.000100
0.450000,0.060673,0.060570,0.000103
0.460000,0.059221,0.059116,0.000106
0.470000,0.057761,0.057653,0.000108
0.480000,0.056293,0.056183,0.000110
0.490000,0.054820,0.054708,0.000113
0.500000,0.053342,0.053227,0.000115
0.510000,0.051860,0.051744,0.000117
0.520000,0.050376,0.050257,0.000119
0.530000,0.048891,0.048770,0.000121
0.540000,0.047405,0.047282,0.000123
0.550000,0.045920,0.045795,0.000124
0.560000,0.044437,0.044311,0.000126
0.570000,0.042956,0.042829,0.000127
0.580000,0.041480,0.041352,0.000129
0.590000,0.040009,0.039879,0.000130
0.600000,0.038544,0.038413,0.000131
0.610000,0.037086,0.036954,0.000132
0.620000,0.035636,0.035503,0.000133
0.630000,0.034195,0.034062,0.000133
0.640000,0.032764,0.032631,0.000134
0.650000,0.031345,0.031210,0.000134
0.660000,0.029937,0.029802,0.000135
0.670000,0.028541,0.028407,0.000135
0.680000,0.027160,0.027025,0.000135
0.690000,0.025793,0.025658,0.000135
0.700000,0.024441,0.024306,0.000135
0.710000,0.023105,0.022971,0.000134
0.720000,0.021787,0.021653,0.000134
0.730000,0.020485,0.020352,0.000133
0.740000,0.019203,0.019070,0.000133
0.750000,0.017939,0.017807,0.000132
0.760000,0.016695,0.016564,0.000131
0.770000,0.015472,0.015342,0.000130
0.780000,0.014269,0.014141,0.000128
0.790000,0.013088,0.012961,0.000127
0.800000,0.011930,0.011804,0.000126
0.810000,0.010794,0.010669,0.000124
0.820000,0.009681,0.009558,0.000123
0.830000,0.008592,0.008471,0.000121
0.840000,0.007527,0.007408,0.000119
0.850000,0.006486,0.006369,0.000117
0.860000,0.005471,0.005356,0.000115
0.870000,0.004481,0.004368,0.000113
0.880000,0.003516,0.003406,0.000110
0.890000,0.002577,0.002470,0.000108
0.900000,0.001665,0.001560,0.000105
0.910000,0.000779,0.000676,0.000103
0.920000,-0.000080,-0.000180,0.000100
0.930000,-0.000913,-0.001010,0.000097
0.940000,-0.001718,-0.001813,0.000095
0.950000,-0.002497,-0.002589,0.000092
0.960000,-0.003248,-0.003337,0.000089
0.970000,-0.003973,-0.004058,0.000086
0.980000,-0.004670,-0.004752,0.000082
0.990000,-0.005339,-0.005418,0.000079
1.000000,-0.005982,-0.006058,0.000076
1.010000,-0.006597,-0.006670,0.000073
1.020000,-0.007186,-0.007255,0.000069
1.030000,-0.007747,-0.007813,0.000066
1.040000,-0.008282,-0.008344,0.000062
1.050000,-0.008790,-0.008849,0.000059
1.060000,-0.009271,-0.009327,0.000055
1.070000,-0.009727,-0.009779,0.000052
1.080000,-0.010157,-0.010205,0.000048
1.090000,-0.010561,-0.010605,0.000044
1.100000,-0.010939,-0.010980,0.000041
1.110000,-0.011293,-0.011330,0.000037
1.120000,-0.011622,-0.011656,0.000033
1.130000,-0.011927,-0.011957,0.000030
1.140000,-0.012208,-0.012234,0.000026
1.150000,-0.012466,-0.012488,0.000022
1.160000,-0.012701,-0.012719,0.000018
1.170000,-0.012913,-0.012928,0.000015
1.180000,-0.013104,-0.013115,0.000011
1.190000,-0.013273,-0.013280,0.000007
1.200000,-0.013420,-0.013424,0.000003
1.210000,-0.013548,-0.013548,0.000000
1.220000,-0.013656,-0.013652,0.000004
1.230000,-0.013744,-0.013737,0.000008
1.240000,-0.013814,-0.013803,0.000011
1.250000,-0.013866,-0.013851,0.000015
1.260000,-0.013901,-0.013882,0.000018
1.270000,-0.013919,-0.013897,0.000022
1.280000,-0.013921,-0.013895,0.000026
1.290000,-0.013907,-0.013878,0.000029
1.300000,-0.013879,-0.013847,0.000032
1.310000,-0.013837,-0.013801,0.000036
1.320000,-0.013781,-0.013742,0.000039
1.330000,-0.013714,-0.013671,0.000042
1.340000,-0.013634,-0.013588,0.000046
1.350000,-0.013543,-0.013494,0.000049
1.360000,-0.013442,-0.013390,0.000052
1.370000,-0.013331,-0.013276,0.000055
1.380000,-0.013211,-0.013153,0.000058
1.390000,-0.013083,-0.013023,0.000061
1.400000,-0.012948,-0.012885,0.000064
1.410000,-0.012807,-0.012740,0.000066
1.420000,-0.012659,-0.012590,0.000069
1.430000,-0.012507,-0.012435,0.000071
1.440000,-0.012350,-0.012276,0.000074
1.450000,-0.012190,-0.012114,0.000076
1.460000,-0.012027,-0.011948,0.000079
1.470000,-0.011862,-0.011781,0.000081
1.480000,-0.011696,-0.011613,0.000083
1.490000,-0.011529,-0.011444,0.000085
1.500000,-0.011363,-0.011276,0.000087
1.510000,-0.011198,-0.011109,0.000089
1.520000,-0.011034,-0.010944,0.000091
1.530000,-0.010874,-0.010781,0.000092
1.540000,-0.010716,-0.010622,0.000094
1.550000,-0.010562,-0.010467,0.000095
1.560000,-0.010413,-0.010316,0.000097
1.570000,-0.010269,-0.010171,0.000098
1.580000,-0.010132,-0.010032,0.000099
1.590000,-0.010001,-0.009900,0.000100
1.600000,-0.009877,-0.009776,0.000101
1.610000,-0.009761,-0.009659,0.000102
1.620000,-0.009654,-0.009551,0.000103
1.630000,-0.009557,-0.009453,0.000104
1.640000,-0.009469,-0.009365,0.000104
1.650000,-0.009391,-0.009287,0.000105
1.660000,-0.009325,-0.009220,0.000105
1.670000,-0.009270,-0.009165,0.000105
1.680000,-0.009228,-0.009123,0.000105
1.690000,-0.009198,-0.009093,0.000105
1.700000,-0.009181,-0.009076,0.000105
1.710000,-0.009178,-0.009073,0.000105
1.720000,-0.009189,-0.009084,0.000105
1.730000,-0.009215,-0.009110,0.000104
1.740000,-0.009255,-0.009151,0.000104
1.750000,-0.009311,-0.009208,0.000103
1.760000,-0.009383,-0.009280,0.000103
1.770000,-0.009471,-0.009369,0.000102
1.780000,-0.009575,-0.009474,0.000101
1.790000,-0.009696,-0.009596,0.000100
1.800000,-0.009835,-0.009736,0.000099
1.810000,-0.009991,-0.009893,0.000098
1.820000,-0.010164,-0.010067,0.000097
1.830000,-0.010355,-0.010260,0.000095
1.840000,-0.010565,-0.010471,0.000094
1.850000,-0.010792,-0.010700,0.000092
1.860000,-0.011038,-0.010948,0.000091
1.870000,-0.011303,-0.011214,0.000089
1.880000,-0.011587,-0.011499,0.000087
1.890000,-0.011889,-0.011803,0.000086
1.900000,-0.012210,-0.012126,0.000084
1.910000,-0.012550,-0.012468,0.000082
1.920000,-0.012909,-0.012830,0.000080
1.930000,-0.013287,-0.013210,0.000078
1.940000,-0.013684,-0.013609,0.000075
1.950000,-0.014100,-0.014027,0.000073
1.960000,-0.014534,-0.014464,0.000071
1.970000,-0.014988,-0.014919,0.000068
1.980000,-0.015460,-0.015394,0.000066
1.990000,-0.015950,-0.015887,0.000064
2.000000,-0.016459,-0.016398,0.000061
2.010000,-0.016986,-0.016927,0.000059
2.020000,-0.017531,-0.017475,0.000056
2.030000,-0.018093,-0.018040,0.000053
2.040000,-0.018673,-0.018622,0.000051
2.050000,-0.019270,-0.019222,0.000048
2.060000,-0.019884,-0.019839,0.000045
2.070000,-0.020515,-0.020472,0.000042
2.080000,-0.021162,-0.021122,0.000040
2.090000,-0.021825,-0.021788,0.000037
2.100000,-0.022503,-0.022469,0.000034
2.110000,-0.023196,-0.023165,0.000031
2.120000,-0.023905,-0.023876,0.000028
2.130000,-0.024627,-0.024602,0.000025
2.140000,-0.025363,-0.025341,0.000023
2.150000,-0.026113,-0.026094,0.000020
2.160000,-0.026876,-0.026859,0.000017
2.170000,-0.027651,-0.027637,0.000014
2.180000,-0.028438,-0.028427,0.000011
2.190000,-0.029237,-0.029228,0.000008
2.200000,-0.030046,-0.030041,0.000005
2.210000,-0.030865,-0.030863,0.000002
2.220000,-0.031695,-0.031695,0.000001
2.230000,-0.032533,-0.032536,0.000003
2.240000,-0.033380,-0.033386,0.000006
2.250000,-0.034235,-0.034244,0.000009
2.260000,-0.035097,-0.035109,0.000012
2.270000,-0.035966,-0.035981,0.000014
2.280000,-0.036841,-0.036859,0.000017
2.290000,-0.037722,-0.037742,0.000020
2.300000,-0.038607,-0.038629,0.000022
2.310000,-0.039497,-0.039521,0.000025
2.320000,-0.040389,-0.040417,0.000027
2.330000,-0.041285,-0.041315,0.000030
2.340000,-0.042182,-0.042215,0.000032
2.350000,-0.043081,-0.043116,0.000035
2.360000,-0.043981,-0.044018,0.000037
2.370000,-0.044881,-0.044920,0.000039
2.380000,-0.045780,-0.045821,0.000041
2.390000,-0.046677,-0.046721,0.000043
2.400000,-0.047573,-0.047618,0.000045
2.410000,-0.048465,-0.048513,0.000047
2.420000,-0.049354,-0.049404,0.000049
2.430000,-0.050239,-0.050290,0.000051
2.440000,-0.051119,-0.051172,0.000053
2.450000,-0.051993,-0.052048,0.000054
2.460000,-0.052861,-0.052917,0.000056
2.470000,-0.053722,-0.053779,0.000057
2.480000,-0.054575,-0.054634,0.000059
2.490000,-0.055420,-0.055480,0.000060
2.500000,-0.056255,-0.056317,0.000061
2.510000,-0.057081,-0.057143,0.000062
2.520000,-0.057896,-0.057960,0.000063
2.530000,-0.058700,-0.058765,0.000064
2.540000,-0.059493,-0.059558,0.000065
2.550000,-0.060272,-0.060338,0.000066
2.560000,-0.061039,-0.061105,0.000066
2.570000,-0.061792,-0.061859,0.000067
2.580000,-0.062530,-0.062598,0.000067
2.590000,-0.063254,-0.063322,0.000068
2.600000,-0.063962,-0.064030,0.000068
2.610000,-0.064654,-0.064721,0.000068
2.620000,-0.065328,-0.065396,0.000068
2.630000,-0.065986,-0.066053,0.000068
2.640000,-0.066625,-0.066693,0.000067
2.650000,-0.067246,-0.067313,0.000067
2.660000,-0.067849,-0.067915,0.000066
2.670000,-0.068431,-0.068497,0.000066
2.680000,-0.068994,-0.069059,0.000065
2.690000,-0.069536,-0.069600,0.000064
2.700000,-0.070057,-0.070120,0.000063
2.710000,-0.070556,-0.070618,0.000062
2.720000,-0.071034,-0.071095,0.000061
2.730000,-0.071489,-0.071549,0.000060
2.740000,-0.071921,-0.071980,0.000058
2.750000,-0.072331,-0.072388,0.000057
2.760000,-0.072717,-0.072772,0.000055
2.770000,-0.073079,-0.073132,0.000054
2.780000,-0.073417,-0.073468,0.000052
2.790000,-0.073730,-0.073780,0.000050
2.800000,-0.074018,-0.074066,0.000048
2.810000,-0.074282,-0.074327,0.000046
2.820000,-0.074520,-0.074563,0.000043
2.830000,-0.074732,-0.074773,0.000041
2.840000,-0.074918,-0.074957,0.000039
2.850000,-0.075079,-0.075115,0.000036
2.860000,-0.075213,-0.075246,0.000033
2.870000,-0.075321,-0.075352,0.000031
2.880000,-0.075402,-0.075430,0.000028
2.890000,-0.075457,-0.075482,0.000025
2.900000,-0.075484,-0.075506,0.000022
2.910000,-0.075485,-0.075504,0.000019
2.920000,-0.075459,-0.075475,0.000016
2.930000,-0.075406,-0.075419,0.000013
2.940000,-0.075326,-0.075335,0.000009
2.950000,-0.075219,-0.075225,0.000006
2.960000,-0.075085,-0.075087,0.000003
2.970000,-0.074923,-0.074923,0.000001
2.980000,-0.074735,-0.074731,0.000004
2.990000,-0.074520,-0.074512,0.000008
3.000000,-0.074278,-0.074267,0.000011
3.010000,-0.074010,-0.073995,0.000015
3.020000,-0.073715,-0.073696,0.000019
3.030000,-0.073393,-0.073371,0.000022
3.040000,-0.073046,-0.073020,0.000026
3.050000,-0.072672,-0.072642,0.000030
3.060000,-0.072272,-0.072239,0.000033
3.070000,-0.071847,-0.071810,0.000037
3.080000,-0.071396,-0.071355,0.000041
3.090000,-0.070920,-0.070876,0.000045
3.100000,-0.070420,-0.070371,0.000048
3.110000,-0.069894,-0.069842,0.000052
3.120000,-0.069345,-0.069289,0.000056
3.130000,-0.068771,-0.068712,0.000060
3.140000,-0.068174,-0.068111,0.000063
3.150000,-0.067553,-0.067487,0.000067
3.160000,-0.066910,-0.066840,0.000070
3.170000,-0.066244,-0.066170,0.000074
3.180000,-0.065556,-0.065478,0.000078
3.190000,-0.064846,-0.064765,0.000081
3.200000,-0.064115,-0.064031,0.000085
3.210000,-0.063363,-0.063276,0.000088
3.220000,-0.062591,-0.062500,0.000091
3.230000,-0.061799,-0.061704,0.000094
3.240000,-0.060987,-0.060890,0.000098
3.250000,-0.060157,-0.060056,0.000101
3.260000,-0.059307,-0.059204,0.000104
3.270000,-0.058440,-0.058334,0.000107
3.280000,-0.057556,-0.057446,0.000110
3.290000,-0.056654,-0.056542,0.000112
3.300000,-0.055736,-0.055621,0.000115
3.310000,-0.054803,-0.054685,0.000118
3.320000,-0.053853,-0.053733,0.000120
3.330000,-0.052890,-0.052767,0.000122
3.340000,-0.051912,-0.051787,0.000125
3.350000,-0.050920,-0.050793,0.000127
3.360000,-0.049916,-0.049787,0.000129
3.370000,-0.048899,-0.048768,0.000131
3.380000,-0.047870,-0.047737,0.000133
3.390000,-0.046830,-0.046695,0.000134
3.400000,-0.045779,-0.045643,0.000136
3.410000,-0.044718,-0.044581,0.000137
3.420000,-0.043648,-0.043509,0.000139
3.430000,-0.042569,-0.042429,0.000140
3.440000,-0.041481,-0.041340,0.000141
3.450000,-0.040386,-0.040244,0.000142
3.460000,-0.039284,-0.039141,0.000143
3.470000,-0.038176,-0.038032,0.000143
3.480000,-0.037061,-0.036918,0.000144
3.490000,-0.035942,-0.035798,0.000144
3.500000,-0.034818,-0.034673,0.000144
3.510000,-0.033689,-0.033545,0.000144
3.520000,-0.032558,-0.032413,0.000144
3.530000,-0.031424,-0.031279,0.000144
3.540000,-0.030287,-0.030143,0.000144
3.550000,-0.029149,-0.029005,0.000144
3.560000,-0.028010,-0.027867,0.000143
3.570000,-0.026870,-0.026728,0.000142
3.580000,-0.025730,-0.025589,0.000141
3.590000,-0.024591,-0.024451,0.000140
3.600000,-0.023454,-0.023314,0.000139
3.610000,-0.022318,-0.022180,0.000138
3.620000,-0.021184,-0.021047,0.000137
3.630000,-0.020054,-0.019918,0.000135
3.640000,-0.018926,-0.018793,0.000134
3.650000,-0.017803,-0.017671,0.000132
3.660000,-0.016684,-0.016554,0.000130
3.670000,-0.015571,-0.015442,0.000128
3.680000,-0.014462,-0.014336,0.000126
3.690000,-0.013360,-0.013236,0.000124
3.700000,-0.012264,-0.012142,0.000122
3.710000,-0.011174,-0.011055,0.000119
3.720000,-0.010093,-0.009976,0.000117
3.730000,-0.009019,-0.008904,0.000114
3.740000,-0.007953,-0.007841,0.000111
3.750000,-0.006896,-0.006787,0.000109
3.760000,-0.005847,-0.005742,0.000106
3.770000,-0.004809,-0.004706,0.000103
3.780000,-0.003780,-0.003680,0.000100
3.790000,-0.002761,-0.002664,0.000097
3.800000,-0.001753,-0.001660,0.000093
3.810000,-0.000756,-0.000666,0.000090
3.820000,0.000230,0.000317,0.000087
3.830000,0.001205,0.001288,0.000083
3.840000,0.002168,0.002247,0.000080
3.850000,0.003118,0.003195,0.000076
3.860000,0.004057,0.004129,0.000073
3.870000,0.004982,0.005051,0.000069
3.880000,0.005895,0.005960,0.000065
3.890000,0.006794,0.006856,0.000061
3.900000,0.007681,0.007738,0.000058
3.910000,0.008553,0.008607,0.000054
3.920000,0.009412,0.009462,0.000050
3.930000,0.010257,0.010303,0.000046
3.940000,0.011088,0.011130,0.000042
3.950000,0.011905,0.011943,0.000038
3.960000,0.012707,0.012741,0.000034
3.970000,0.013495,0.013525,0.000030
3.980000,0.014268,0.014294,0.000026
3.990000,0.015027,0.015049,0.000022
4.000000,0.015771,0.015789,0.000018
4.010000,0.016500,0.016514,0.000014
4.020000,0.017215,0.017224,0.000010
4.030000,0.017914,0.017920,0.000006
4.040000,0.018599,0.018601,0.000002
4.050000,0.019268,0.019266,0.000002
4.060000,0.019923,0.019917,0.000006
4.070000,0.020563,0.020554,0.000010
4.080000,0.021189,0.021175,0.000014
4.090000,0.021799,0.021782,0.000018
4.100000,0.022395,0.022374,0.000021
4.110000,0.022976,0.022951,0.000025
4.120000,0.023543,0.023514,0.000029
4.130000,0.024096,0.024063,0.000033
4.140000,0.024634,0.024597,0.000036
4.150000,0.025157,0.025118,0.000040
4.160000,0.025667,0.025624,0.000043
4.170000,0.026163,0.026116,0.000047
4.180000,0.026645,0.026595,0.000050
4.190000,0.027114,0.027060,0.000054
4.200000,0.027569,0.027512,0.000057
4.210000,0.028011,0.027951,0.000060
4.220000,0.028440,0.028377,0.000063
4.230000,0.028857,0.028790,0.000067
4.240000,0.029260,0.029191,0.000070
4.250000,0.029652,0.029579,0.000072
4.260000,0.030031,0.029956,0.000075
4.270000,0.030398,0.030320,0.000078
4.280000,0.030754,0.030673,0.000081
4.290000,0.031099,0.031015,0.000083
4.300000,0.031432,0.031346,0.000086
4.310000,0.031754,0.031666,0.000088
4.320000,0.032066,0.031976,0.000091
4.330000,0.032368,0.032275,0.000093
4.340000,0.032660,0.032565,0.000095
4.350000,0.032942,0.032845,0.000097
4.360000,0.033214,0.033115,0.000099
4.370000,0.033478,0.033377,0.000101
4.380000,0.033732,0.033630,0.000102
4.390000,0.033979,0.033875,0.000104
4.400000,0.034217,0.034111,0.000106
4.410000,0.034447,0.034340,0.000107
4.420000,0.034670,0.034561,0.000108
4.430000,0.034885,0.034776,0.000110
4.440000,0.035094,0.034983,0.000111
4.450000,0.035296,0.035184,0.000112
4.460000,0.035492,0.035379,0.000112
4.470000,0.035681,0.035568,0.000113
4.480000,0.035866,0.035752,0.000114
4.490000,0.036045,0.035930,0.000115
4.500000,0.036219,0.036104,0.000115
4.510000,0.036388,0.036273,0.000115
4.520000,0.036553,0.036437,0.000116
4.530000,0.036714,0.036598,0.000116
4.540000,0.036871,0.036755,0.000116
4.550000,0.037025,0.036909,0.000116
4.560000,0.037176,0.037060,0.000115
4.570000,0.037324,0.037209,0.000115
4.580000,0.037469,0.037355,0.000115
4.590000,0.037613,0.037499,0.000114
4.600000,0.037754,0.037641,0.000114
4.610000,0.037894,0.037781,0.000113
4.620000,0.038033,0.037921,0.000112
4.630000,0.038170,0.038059,0.000111
4.640000,0.038307,0.038197,0.000110
4.650000,0.038443,0.038334,0.000109
4.660000,0.038579,0.038471,0.000108
4.670000,0.038715,0.038609,0.000107
4.680000,0.038852,0.038746,0.000106
4.690000,0.038989,0.038884,0.000104
4.700000,0.039126,0.039023,0.000103
4.710000,0.039264,0.039163,0.000101
4.720000,0.039404,0.039305,0.000099
4.730000,0.039545,0.039447,0.000098
4.740000,0.039688,0.039592,0.000096
4.750000,0.039832,0.039738,0.000094
4.760000,0.039978,0.039886,0.000092
4.770000,0.040127,0.040037,0.000090
4.780000,0.040277,0.040189,0.000088
4.790000,0.040430,0.040345,0.000086
4.800000,0.040586,0.040503,0.000083
4.810000,0.040744,0.040663,0.000081
4.820000,0.040906,0.040827,0.000079
4.830000,0.041070,0.040994,0.000076
4.840000,0.041237,0.041163,0.000074
4.850000,0.041408,0.041336,0.000071
4.860000,0.041581,0.041513,0.000069
4.870000,0.041758,0.041692,0.000066
4.880000,0.041939,0.041875,0.000063
4.890000,0.042123,0.042062,0.000061
4.900000,0.042310,0.042252,0.000058
4.910000,0.042501,0.042446,0.000055
4.920000,0.042696,0.042643,0.000052
4.930000,0.042894,0.042844,0.000050
4.940000,0.043096,0.043049,0.000047
4.950000,0.043301,0.043257,0.000044
4.960000,0.043510,0.043469,0.000041
4.970000,0.043722,0.043684,0.000038
4.980000,0.043939,0.043903,0.000035
4.990000,0.044158,0.044125,0.000033
5.000000,0.044381,0.044351,0.000030
5.010000,0.044607,0.044580,0.000027
5.020000,0.044837,0.044813,0.000024
5.030000,0.045070,0.045049,0.000021
5.040000,0.045306,0.045287,0.000018
5.050000,0.045544,0.045529,0.000015
5.060000,0.045786,0.045774,0.000012
5.070000,0.046031,0.046021,0.000010
5.080000,0.046278,0.046271,0.000007
5.090000,0.046528,0.046524,0.000004
5.100000,0.046780,0.046778,0.000001
5.110000,0.047034,0.047035,0.000001
5.120000,0.047290,0.047294,0.000004
5.130000,0.047548,0.047555,0.000007
5.140000,0.047808,0.047818,0.000009
5.150000,0.048070,0.048082,0.000012
5.160000,0.048332,0.048347,0.000015
5.170000,0.048596,0.048613,0.000017
5.180000,0.048860,0.048880,0.000019
5.190000,0.049126,0.049147,0.000022
5.200000,0.049391,0.049415,0.000024
5.210000,0.049657,0.049683,0.000026
5.220000,0.049923,0.049951,0.000029
5.230000,0.050188,0.050219,0.000031
5.240000,0.050453,0.050486,0.000033
5.250000,0.050717,0.050752,0.000035
5.260000,0.050980,0.051017,0.000037
5.270000,0.051242,0.051281,0.000039
5.280000,0.051502,0.051543,0.000041
5.290000,0.051760,0.051803,0.000043
5.300000,0.052016,0.052061,0.000044
5.310000,0.052270,0.052316,0.000046
5.320000,0.052521,0.052569,0.000047
5.330000,0.052769,0.052818,0.000049
5.340000,0.053014,0.053064,0.000050
5.350000,0.053255,0.053307,0.000052
5.360000,0.053492,0.053545,0.000053
5.370000,0.053725,0.053779,0.000054
5.380000,0.053954,0.054009,0.000055
5.390000,0.054178,0.054234,0.000056
5.400000,0.054396,0.054453,0.000057
5.410000,0.054610,0.054667,0.000058
5.420000,0.054817,0.054876,0.000058
5.430000,0.055019,0.055078,0.000059
5.440000,0.055214,0.055274,0.000060
5.450000,0.055403,0.055463,0.000060
5.460000,0.055585,0.055645,0.000060
5.470000,0.055760,0.055820,0.000061
5.480000,0.055927,0.055988,0.000061
5.490000,0.056086,0.056147,0.000061
5.500000,0.056238,0.056299,0.000061
5.510000,0.056381,0.056442,0.000061
5.520000,0.056515,0.056576,0.000061
5.530000,0.056640,0.056701,0.000060
5.540000,0.056757,0.056817,0.000060
5.550000,0.056863,0.056923,0.000060
5.560000,0.056960,0.057019,0.000059
5.570000,0.057047,0.057106,0.000059
5.580000,0.057124,0.057182,0.000058
5.590000,0.057190,0.057247,0.000057
5.600000,0.057245,0.057301,0.000056
5.610000,0.057289,0.057344,0.000055
5.620000,0.057322,0.057376,0.000054
5.630000,0.057343,0.057396,0.000053
5.640000,0.057353,0.057405,0.000052
5.650000,0.057350,0.057401,0.000051
5.660000,0.057335,0.057385,0.000049
5.670000,0.057308,0.057356,0.000048
5.680000,0.057268,0.057315,0.000047
5.690000,0.057216,0.057261,0.000045
5.700000,0.057150,0.057193,0.000043
5.710000,0.057071,0.057113,0.000042
5.720000,0.056978,0.057019,0.000040
5.730000,0.056872,0.056911,0.000038
5.740000,0.056753,0.056789,0.000036
5.750000,0.056619,0.056654,0.000035
5.760000,0.056472,0.056504,0.000033
5.770000,0.056310,0.056341,0.000031
5.780000,0.056134,0.056162,0.000029
5.790000,0.055944,0.055970,0.000026
5.800000,0.055739,0.055763,0.000024
5.810000,0.055519,0.055541,0.000022
5.820000,0.055285,0.055305,0.000020
5.830000,0.055036,0.055053,0.000018
5.840000,0.054772,0.054787,0.000015
5.850000,0.054493,0.054506,0.000013
5.860000,0.054199,0.054210,0.000011
5.870000,0.053891,0.053899,0.000008
5.880000,0.053567,0.053573,0.000006
5.890000,0.053228,0.053231,0.000003
5.900000,0.052874,0.052875,0.000001
5.910000,0.052505,0.052503,0.000001
5.920000,0.052121,0.052117,0.000004
5.930000,0.051721,0.051715,0.000006
5.940000,0.051307,0.051298,0.000009
5.950000,0.050878,0.050867,0.000011
5.960000,0.050434,0.050420,0.000014
5.970000,0.049975,0.049958,0.000016
5.980000,0.049501,0.049482,0.000019
5.990000,0.049012,0.048991,0.000021
6.000000,0.048508,0.048485,0.000024
6.010000,0.047990,0.047964,0.000026
6.020000,0.047458,0.047430,0.000028
6.030000,0.046911,0.046880,0.000031
6.040000,0.046350,0.046317,0.000033
6.050000,0.045775,0.045739,0.000035
6.060000,0.045185,0.045148,0.000038
6.070000,0.044582,0.044542,0.000040
6.080000,0.043965,0.043923,0.000042
6.090000,0.043335,0.043291,0.000044
6.100000,0.042691,0.042645,0.000047
6.110000,0.042034,0.041986,0.000049
6.120000,0.041365,0.041314,0.000051
6.130000,0.040682,0.040629,0.000053
6.140000,0.039987,0.039932,0.000055
6.150000,0.039279,0.039223,0.000057
6.160000,0.038559,0.038501,0.000058
6.170000,0.037828,0.037768,0.000060
6.180000,0.037085,0.037023,0.000062
6.190000,0.036330,0.036266,0.000064
6.200000,0.035564,0.035499,0.000065
6.210000,0.034787,0.034721,0.000067
6.220000,0.034000,0.033932,0.000068
6.230000,0.033202,0.033133,0.000070
6.240000,0.032394,0.032323,0.000071
6.250000,0.031577,0.031504,0.000072
6.260000,0.030749,0.030676,0.000073
6.270000,0.029913,0.029839,0.000075
6.280000,0.029068,0.028992,0.000076
6.290000,0.028214,0.028137,0.000077
6.300000,0.027351,0.027274,0.000077
6.310000,0.026481,0.026403,0.000078
6.320000,0.025603,0.025524,0.000079
6.330000,0.024718,0.024638,0.000080
6.340000,0.023825,0.023745,0.000080
6.350000,0.022926,0.022845,0.000081
6.360000,0.022020,0.021939,0.000081
6.370000,0.021109,0.021027,0.000082
6.380000,0.020192,0.020110,0.000082
6.390000,0.019269,0.019187,0.000082
6.400000,0.018341,0.018259,0.000082
6.410000,0.017409,0.017327,0.000082
6.420000,0.016472,0.016390,0.000082
6.430000,0.015531,0.015449,0.000082
6.440000,0.014587,0.014505,0.000082
6.450000,0.013639,0.013558,0.000081
6.460000,0.012689,0.012608,0.000081
6.470000,0.011736,0.011655,0.000081
6.480000,0.010780,0.010700,0.000080
6.490000,0.009823,0.009743,0.000080
6.500000,0.008864,0.008785,0.000079
6.510000,0.007904,0.007826,0.000078
6.520000,0.006943,0.006866,0.000077
6.530000,0.005981,0.005905,0.000076
6.540000,0.005020,0.004944,0.000075
6.550000,0.004058,0.003984,0.000074
6.560000,0.003097,0.003024,0.000073
6.570000,0.002137,0.002065,0.000072
6.580000,0.001178,0.001108,0.000071
6.590000,0.000221,0.000152,0.000070
6.600000,-0.000734,-0.000803,0.000068
6.610000,-0.001688,-0.001754,0.000067
6.620000,-0.002638,-0.002704,0.000065
6.630000,-0.003586,-0.003650,0.000064
6.640000,-0.004531,-0.004593,0.000062
6.650000,-0.005472,-0.005533,0.000061
6.660000,-0.006410,-0.006469,0.000059
6.670000,-0.007343,-0.007400,0.000057
