# t   theta_analytical   theta   omega   theta_errors   omega_errors   energy
0.0000000000e+00  2.0000000000e+00  2.0000000000e+00  0.0000000000e+00  0.0000000000e+00  0.0000000000e+00  2.0000000000e+00
1.0000000000e-03  1.9999990080e+00  1.9999990080e+00  -1.9761905398e-03  4.4408920985e-16  2.8709673527e-15  1.9999999686e+00
2.0000000000e-03  1.9999960632e+00  1.9999960632e+00  -3.9055153856e-03  1.1102230246e-15  5.6044578700e-15  1.9999997530e+00
3.0000000000e-03  1.9999912122e+00  1.9999912122e+00  -5.7890845507e-03  1.5543122345e-15  8.2052420414e-15  1.9999991811e+00
4.0000000000e-03  1.9999845000e+00  1.9999845000e+00  -7.6279820933e-03  1.5543122345e-15  1.0677222995e-14  1.9999980931e+00
5.0000000000e-03  1.9999759707e+00  1.9999759707e+00  -9.4232667042e-03  1.7763568394e-15  1.3027773305e-14  1.9999963408e+00
6.0000000000e-03  1.9999656676e+00  1.9999656676e+00  -1.1175972283e-02  1.7763568394e-15  1.5249954077e-14  1.9999937870e+00
7.0000000000e-03  1.9999536327e+00  1.9999536327e+00  -1.2887108501e-02  1.7763568394e-15  1.7362847271e-14  1.9999903052e+00
8.0000000000e-03  1.9999399069e+00  1.9999399069e+00  -1.4557661356e-02  1.7763568394e-15  1.9369922333e-14  1.9999857784e+00
9.0000000000e-03  1.9999245305e+00  1.9999245305e+00  -1.6188593708e-02  1.9984014443e-15  2.1267709815e-14  1.9999800992e+00
1.0000000000e-02  1.9999075426e+00  1.9999075426e+00  -1.7780845812e-02  1.7763568394e-15  2.3057944443e-14  1.9999731688e+00
1.1000000000e-02  1.9998889814e+00  1.9998889814e+00  -1.9335335830e-02  1.7763568394e-15  2.4764912343e-14  1.9999648966e+00
1.2000000000e-02  1.9998688843e+00  1.9998688843e+00  -2.0852960345e-02  1.5543122345e-15  2.6360857941e-14  1.9999552001e+00
1.3000000000e-02  1.9998472875e+00  1.9998472875e+00  -2.2334594847e-02  1.3322676296e-15  2.7873536812e-14  1.9999440038e+00
1.4000000000e-02  1.9998242268e+00  1.9998242268e+00  -2.3781094225e-02  1.1102230246e-15  2.9292540615e-14  1.9999312392e+00
1.5000000000e-02  1.9997997368e+00  1.9997997368e+00  -2.5193293235e-02  1.3322676296e-15  3.0631747139e-14  1.9999168446e+00
1.6000000000e-02  1.9997738514e+00  1.9997738514e+00  -2.6572006970e-02  1.1102230246e-15  3.1884217488e-14  1.9999007641e+00
1.7000000000e-02  1.9997466036e+00  1.9997466036e+00  -2.7918031307e-02  1.3322676296e-15  3.3063829452e-14  1.9998829476e+00
1.8000000000e-02  1.9997180259e+00  1.9997180259e+00  -2.9232143354e-02  1.5543122345e-15  3.4163644136e-14  1.9998633507e+00
1.9000000000e-02  1.9996881497e+00  1.9996881497e+00  -3.0515101885e-02  1.5543122345e-15  3.5201008775e-14  1.9998419338e+00
2.0000000000e-02  1.9996570059e+00  1.9996570059e+00  -3.1767647759e-02  1.7763568394e-15  3.6165515027e-14  1.9998186623e+00
2.1000000000e-02  1.9996246243e+00  1.9996246243e+00  -3.2990504342e-02  1.5543122345e-15  3.7067571235e-14  1.9997935058e+00
2.2000000000e-02  1.9995910345e+00  1.9995910345e+00  -3.4184377906e-02  1.5543122345e-15  3.7900238503e-14  1.9997664385e+00
2.3000000000e-02  1.9995562650e+00  1.9995562650e+00  -3.5349958031e-02  1.7763568394e-15  3.8656577939e-14  1.9997374382e+00
2.4000000000e-02  1.9995203438e+00  1.9995203438e+00  -3.6487917989e-02  1.9984014443e-15  3.9371284011e-14  1.9997064867e+00
2.5000000000e-02  1.9994832982e+00  1.9994832982e+00  -3.7598915125e-02  2.2204460493e-15  4.0030478932e-14  1.9996735690e+00
2.6000000000e-02  1.9994451547e+00  1.9994451547e+00  -3.8683591227e-02  2.2204460493e-15  4.0627223807e-14  1.9996386735e+00
2.7000000000e-02  1.9994059395e+00  1.9994059395e+00  -3.9742572891e-02  2.4424906542e-15  4.1182335320e-14  1.9996017916e+00
2.8000000000e-02  1.9993656780e+00  1.9993656780e+00  -4.0776471871e-02  2.2204460493e-15  4.1688874575e-14  1.9995629174e+00
2.9000000000e-02  1.9993243948e+00  1.9993243948e+00  -4.1785885427e-02  2.6645352591e-15  4.2132963785e-14  1.9995220479e+00
3.0000000000e-02  1.9992821142e+00  1.9992821142e+00  -4.2771396666e-02  1.9984014443e-15  4.2542358525e-14  1.9994791822e+00
3.1000000000e-02  1.9992388597e+00  1.9992388597e+00  -4.3733574870e-02  2.2204460493e-15  4.2903181008e-14  1.9994343220e+00
3.2000000000e-02  1.9991946546e+00  1.9991946546e+00  -4.4672975821e-02  2.4424906542e-15  4.3222370127e-14  1.9993874709e+00
3.3000000000e-02  1.9991495212e+00  1.9991495212e+00  -4.5590142115e-02  1.9984014443e-15  4.3506864777e-14  1.9993386346e+00
3.4000000000e-02  1.9991034815e+00  1.9991034815e+00  -4.6485603473e-02  2.2204460493e-15  4.3735848276e-14  1.9992878206e+00
3.5000000000e-02  1.9990565571e+00  1.9990565571e+00  -4.7359877043e-02  2.4424906542e-15  4.3937076200e-14  1.9992350381e+00
3.6000000000e-02  1.9990087687e+00  1.9990087687e+00  -4.8213467693e-02  2.4424906542e-15  4.4110548547e-14  1.9991802979e+00
3.7000000000e-02  1.9989601369e+00  1.9989601369e+00  -4.9046868301e-02  1.9984014443e-15  4.4235448637e-14  1.9991236120e+00
3.8000000000e-02  1.9989106815e+00  1.9989106815e+00  -4.9860560036e-02  2.4424906542e-15  4.4346470940e-14  1.9990649941e+00
3.9000000000e-02  1.9988604222e+00  1.9988604222e+00  -5.0655012633e-02  2.6645352591e-15  4.4422798773e-14  1.9990044588e+00
4.0000000000e-02  1.9988093778e+00  1.9988093778e+00  -5.1430684665e-02  3.1086244690e-15  4.4464432136e-14  1.9989420220e+00
4.1000000000e-02  1.9987575669e+00  1.9987575669e+00  -5.2188023799e-02  3.3306690739e-15  4.4485248818e-14  1.9988777005e+00
4.2000000000e-02  1.9987050077e+00  1.9987050077e+00  -5.2927467061e-02  2.8865798640e-15  4.4478309924e-14  1.9988115122e+00
4.3000000000e-02  1.9986517178e+00  1.9986517178e+00  -5.3649441081e-02  2.6645352591e-15  4.4450554348e-14  1.9987434758e+00
4.4000000000e-02  1.9985977145e+00  1.9985977145e+00  -5.4354362338e-02  2.6645352591e-15  4.4388104303e-14  1.9986736105e+00
4.5000000000e-02  1.9985430146e+00  1.9985430146e+00  -5.5042637404e-02  2.6645352591e-15  4.4311776470e-14  1.9986019366e+00
4.6000000000e-02  1.9984876346e+00  1.9984876346e+00  -5.5714663175e-02  3.1086244690e-15  4.4193815274e-14  1.9985284747e+00
4.7000000000e-02  1.9984315906e+00  1.9984315906e+00  -5.6370827099e-02  3.3306690739e-15  4.4068915184e-14  1.9984532462e+00
4.8000000000e-02  1.9983748981e+00  1.9983748981e+00  -5.7011507399e-02  3.3306690739e-15  4.3923198412e-14  1.9983762727e+00
4.9000000000e-02  1.9983175726e+00  1.9983175726e+00  -5.7637073292e-02  3.3306690739e-15  4.3756664958e-14  1.9982975766e+00
5.0000000000e-02  1.9982596289e+00  1.9982596289e+00  -5.8247885205e-02  3.1086244690e-15  4.3562375929e-14  1.9982171803e+00
5.1000000000e-02  1.9982010816e+00  1.9982010816e+00  -5.8844294975e-02  3.5527136788e-15  4.3368086899e-14  1.9981351068e+00
5.2000000000e-02  1.9981419450e+00  1.9981419450e+00  -5.9426646060e-02  3.5527136788e-15  4.3152981188e-14  1.9980513793e+00
5.3000000000e-02  1.9980822329e+00  1.9980822329e+00  -5.9995273735e-02  3.5527136788e-15  4.2923997690e-14  1.9979660212e+00
5.4000000000e-02  1.9980219589e+00  1.9980219589e+00  -6.0550505284e-02  3.5527136788e-15  4.2681136403e-14  1.9978790560e+00
5.5000000000e-02  1.9979611363e+00  1.9979611363e+00  -6.1092660191e-02  3.5527136788e-15  4.2410519541e-14  1.9977905075e+00
5.6000000000e-02  1.9978997778e+00  1.9978997778e+00  -6.1622050325e-02  3.5527136788e-15  4.2139902678e-14  1.9977003997e+00
5.7000000000e-02  1.9978378963e+00  1.9978378963e+00  -6.2138980119e-02  3.3306690739e-15  4.1855408028e-14  1.9976087564e+00
5.8000000000e-02  1.9977755039e+00  1.9977755039e+00  -6.2643746749e-02  3.1086244690e-15  4.1563974484e-14  1.9975156016e+00
5.9000000000e-02  1.9977126128e+00  1.9977126128e+00  -6.3136640304e-02  3.1086244690e-15  4.1258663153e-14  1.9974209593e+00
6.0000000000e-02  1.9976492345e+00  1.9976492345e+00  -6.3617943957e-02  2.8865798640e-15  4.0967229609e-14  1.9973248535e+00
6.1000000000e-02  1.9975853807e+00  1.9975853807e+00  -6.4087934124e-02  2.4424906542e-15  4.0661918277e-14  1.9972273081e+00
6.2000000000e-02  1.9975210623e+00  1.9975210623e+00  -6.4546880630e-02  2.2204460493e-15  4.0356606945e-14  1.9971283471e+00
6.3000000000e-02  1.9974562905e+00  1.9974562905e+00  -6.4995046863e-02  2.2204460493e-15  4.0023540038e-14  1.9970279943e+00
6.4000000000e-02  1.9973910757e+00  1.9973910757e+00  -6.5432689927e-02  1.9984014443e-15  3.9662717555e-14  1.9969262732e+00
6.5000000000e-02  1.9973254285e+00  1.9973254285e+00  -6.5860060793e-02  1.9984014443e-15  3.9315772860e-14  1.9968232075e+00
6.6000000000e-02  1.9972593590e+00  1.9972593590e+00  -6.6277404441e-02  1.9984014443e-15  3.8941072589e-14  1.9967188207e+00
6.7000000000e-02  1.9971928770e+00  1.9971928770e+00  -6.6684960009e-02  1.7763568394e-15  3.8594127894e-14  1.9966131359e+00
6.8000000000e-02  1.9971259922e+00  1.9971259922e+00  -6.7082960924e-02  1.7763568394e-15  3.8247183198e-14  1.9965061763e+00
6.9000000000e-02  1.9970587142e+00  1.9970587142e+00  -6.7471635046e-02  1.7763568394e-15  3.7872482928e-14  1.9963979647e+00
7.0000000000e-02  1.9969910520e+00  1.9969910520e+00  -6.7851204793e-02  1.3322676296e-15  3.7456149293e-14  1.9962885239e+00
7.1000000000e-02  1.9969230147e+00  1.9969230147e+00  -6.8221887277e-02  1.1102230246e-15  3.7067571235e-14  1.9961778763e+00
7.2000000000e-02  1.9968546111e+00  1.9968546111e+00  -6.8583894425e-02  8.8817841970e-16  3.6706748752e-14  1.9960660443e+00
7.3000000000e-02  1.9967858498e+00  1.9967858498e+00  -6.8937433109e-02  8.8817841970e-16  3.6304292905e-14  1.9959530497e+00
7.4000000000e-02  1.9967167390e+00  1.9967167390e+00  -6.9282705257e-02  1.3322676296e-15  3.5929592634e-14  1.9958389145e+00
7.5000000000e-02  1.9966472870e+00  1.9966472870e+00  -6.9619907981e-02  1.1102230246e-15  3.5513259000e-14  1.9957236602e+00
7.6000000000e-02  1.9965775018e+00  1.9965775018e+00  -6.9949233685e-02  8.8817841970e-16  3.5152436517e-14  1.9956073080e+00
7.7000000000e-02  1.9965073911e+00  1.9965073911e+00  -7.0270870179e-02  1.3322676296e-15  3.4749980671e-14  1.9954898790e+00
7.8000000000e-02  1.9964369626e+00  1.9964369626e+00  -7.0585000790e-02  8.8817841970e-16  3.4361402612e-14  1.9953713939e+00
7.9000000000e-02  1.9963662236e+00  1.9963662236e+00  -7.0891804468e-02  1.1102230246e-15  3.3972824554e-14  1.9952518733e+00
8.0000000000e-02  1.9962951814e+00  1.9962951814e+00  -7.1191455887e-02  1.3322676296e-15  3.3625879858e-14  1.9951313372e+00
8.1000000000e-02  1.9962238430e+00  1.9962238430e+00  -7.1484125555e-02  1.1102230246e-15  3.3223424012e-14  1.9950098058e+00
8.2000000000e-02  1.9961522154e+00  1.9961522154e+00  -7.1769979905e-02  1.1102230246e-15  3.2820968165e-14  1.9948872985e+00
8.3000000000e-02  1.9960803052e+00  1.9960803052e+00  -7.2049181397e-02  1.5543122345e-15  3.2432390107e-14  1.9947638348e+00
8.4000000000e-02  1.9960081192e+00  1.9960081192e+00  -7.2321888611e-02  1.3322676296e-15  3.2043812048e-14  1.9946394337e+00
8.5000000000e-02  1.9959356636e+00  1.9959356636e+00  -7.2588256341e-02  1.5543122345e-15  3.1655233990e-14  1.9945141141e+00
8.6000000000e-02  1.9958629447e+00  1.9958629447e+00  -7.2848435685e-02  1.5543122345e-15  3.1252778143e-14  1.9943878944e+00
8.7000000000e-02  1.9957899687e+00  1.9957899687e+00  -7.3102574132e-02  1.7763568394e-15  3.0891955660e-14  1.9942607928e+00
8.8000000000e-02  1.9957167415e+00  1.9957167415e+00  -7.3350815648e-02  1.5543122345e-15  3.0517255389e-14  1.9941328273e+00
8.9000000000e-02  1.9956432690e+00  1.9956432690e+00  -7.3593300763e-02  1.7763568394e-15  3.0128677331e-14  1.9940040155e+00
9.0000000000e-02  1.9955695568e+00  1.9955695568e+00  -7.3830166650e-02  1.9984014443e-15  2.9753977060e-14  1.9938743748e+00
9.1000000000e-02  1.9954956105e+00  1.9954956105e+00  -7.4061547207e-02  2.2204460493e-15  2.9379276789e-14  1.9937439222e+00
9.2000000000e-02  1.9954214355e+00  1.9954214355e+00  -7.4287573135e-02  2.2204460493e-15  2.9004576518e-14  1.9936126744e+00
9.3000000000e-02  1.9953470371e+00  1.9953470371e+00  -7.4508372013e-02  2.6645352591e-15  2.8588242884e-14  1.9934806480e+00
9.4000000000e-02  1.9952724205e+00  1.9952724205e+00  -7.4724068374e-02  1.9984014443e-15  2.8158031462e-14  1.9933478591e+00
9.5000000000e-02  1.9951975906e+00  1.9951975906e+00  -7.4934783777e-02  2.2204460493e-15  2.7755575616e-14  1.9932143237e+00
9.6000000000e-02  1.9951225525e+00  1.9951225525e+00  -7.5140636878e-02  2.4424906542e-15  2.7353119769e-14  1.9930800574e+00
9.7000000000e-02  1.9950473109e+00  1.9950473109e+00  -7.5341743502e-02  2.6645352591e-15  2.6964541711e-14  1.9929450756e+00
9.8000000000e-02  1.9949718706e+00  1.9949718706e+00  -7.5538216705e-02  2.4424906542e-15  2.6589841440e-14  1.9928093933e+00
9.9000000000e-02  1.9948962360e+00  1.9948962360e+00  -7.5730166847e-02  2.4424906542e-15  2.6173507806e-14  1.9926730253e+00
1.0000000000e-01  1.9948204117e+00  1.9948204117e+00  -7.5917701651e-02  2.4424906542e-15  2.5812685323e-14  1.9925359862e+00
1.0100000000e-01  1.9947444020e+00  1.9947444020e+00  -7.6100926268e-02  2.8865798640e-15  2.5451862840e-14  1.9923982902e+00
1.0200000000e-01  1.9946682113e+00  1.9946682113e+00  -7.6279943339e-02  3.3306690739e-15  2.5063284781e-14  1.9922599514e+00
1.0300000000e-01  1.9945918435e+00  1.9945918435e+00  -7.6454853055e-02  3.1086244690e-15  2.4716340086e-14  1.9921209834e+00
1.0400000000e-01  1.9945153029e+00  1.9945153029e+00  -7.6625753215e-02  2.8865798640e-15  2.4341639815e-14  1.9919813998e+00
1.0500000000e-01  1.9944385933e+00  1.9944385933e+00  -7.6792739283e-02  2.6645352591e-15  2.3994695120e-14  1.9918412137e+00
1.0600000000e-01  1.9943617187e+00  1.9943617187e+00  -7.6955904443e-02  2.6645352591e-15  2.3647750425e-14  1.9917004381e+00
1.0700000000e-01  1.9942846828e+00  1.9942846828e+00  -7.7115339657e-02  2.6645352591e-15  2.3286927942e-14  1.9915590857e+00
1.0800000000e-01  1.9942074892e+00  1.9942074892e+00  -7.7271133714e-02  3.1086244690e-15  2.2939983246e-14  1.9914171691e+00
1.0900000000e-01  1.9941301417e+00  1.9941301417e+00  -7.7423373284e-02  2.6645352591e-15  2.2620794127e-14  1.9912747003e+00
1.1000000000e-01  1.9940526436e+00  1.9940526436e+00  -7.7572142969e-02  2.6645352591e-15  2.2273849432e-14  1.9911316915e+00
1.1100000000e-01  1.9939749985e+00  1.9939749985e+00  -7.7717525351e-02  2.6645352591e-15  2.1926904736e-14  1.9909881542e+00
1.1200000000e-01  1.9938972097e+00  1.9938972097e+00  -7.7859601042e-02  2.8865798640e-15  2.1593837829e-14  1.9908441001e+00
1.1300000000e-01  1.9938192804e+00  1.9938192804e+00  -7.7998448729e-02  3.1086244690e-15  2.1260770922e-14  1.9906995404e+00
1.1400000000e-01  1.9937412138e+00  1.9937412138e+00  -7.8134145223e-02  2.8865798640e-15  2.0913826226e-14  1.9905544862e+00
1.1500000000e-01  1.9936630131e+00  1.9936630131e+00  -7.8266765500e-02  2.4424906542e-15  2.0594637107e-14  1.9904089482e+00
1.1600000000e-01  1.9935846813e+00  1.9935846813e+00  -7.8396382749e-02  2.6645352591e-15  2.0289325775e-14  1.9902629372e+00
1.1700000000e-01  1.9935062213e+00  1.9935062213e+00  -7.8523068412e-02  2.4424906542e-15  1.9997892231e-14  1.9901164634e+00
1.1800000000e-01  1.9934276361e+00  1.9934276361e+00  -7.8646892225e-02  2.2204460493e-15  1.9692580899e-14  1.9899695371e+00
1.1900000000e-01  1.9933489285e+00  1.9933489285e+00  -7.8767922263e-02  2.2204460493e-15  1.9359513992e-14  1.9898221681e+00
1.2000000000e-01  1.9932701012e+00  1.9932701012e+00  -7.8886224975e-02  2.4424906542e-15  1.9068080448e-14  1.9896743664e+00
1.2100000000e-01  1.9931911569e+00  1.9931911569e+00  -7.9001865226e-02  2.2204460493e-15  1.8748891328e-14  1.9895261414e+00
1.2200000000e-01  1.9931120983e+00  1.9931120983e+00  -7.9114906332e-02  2.2204460493e-15  1.8443579997e-14  1.9893775024e+00
1.2300000000e-01  1.9930329280e+00  1.9930329280e+00  -7.9225410102e-02  2.2204460493e-15  1.8124390877e-14  1.9892284588e+00
1.2400000000e-01  1.9929536483e+00  1.9929536483e+00  -7.9333436868e-02  1.7763568394e-15  1.7805201757e-14  1.9890790193e+00
1.2500000000e-01  1.9928742619e+00  1.9928742619e+00  -7.9439045523e-02  1.9984014443e-15  1.7513768213e-14  1.9889291928e+00
1.2600000000e-01  1.9927947710e+00  1.9927947710e+00  -7.9542293558e-02  1.9984014443e-15  1.7250090245e-14  1.9887789879e+00
1.2700000000e-01  1.9927151781e+00  1.9927151781e+00  -7.9643237092e-02  1.9984014443e-15  1.7000290065e-14  1.9886284131e+00
1.2800000000e-01  1.9926354853e+00  1.9926354853e+00  -7.9741930905e-02  2.6645352591e-15  1.6722734308e-14  1.9884774764e+00
1.2900000000e-01  1.9925556949e+00  1.9925556949e+00  -7.9838428471e-02  2.2204460493e-15  1.6445178552e-14  1.9883261860e+00
1.3000000000e-01  1.9924758092e+00  1.9924758092e+00  -7.9932781991e-02  2.2204460493e-15  1.6181500584e-14  1.9881745499e+00
1.3100000000e-01  1.9923958301e+00  1.9923958301e+00  -8.0025042419e-02  1.9984014443e-15  1.5917822616e-14  1.9880225755e+00
1.3200000000e-01  1.9923157598e+00  1.9923157598e+00  -8.0115259496e-02  1.9984014443e-15  1.5640266859e-14  1.9878702707e+00
1.3300000000e-01  1.9922356002e+00  1.9922356002e+00  -8.0203481777e-02  1.3322676296e-15  1.5390466679e-14  1.9877176426e+00
1.3400000000e-01  1.9921553534e+00  1.9921553534e+00  -8.0289756659e-02  8.8817841970e-16  1.5140666498e-14  1.9875646986e+00
1.3500000000e-01  1.9920750213e+00  1.9920750213e+00  -8.0374130411e-02  6.6613381478e-16  1.4863110742e-14  1.9874114457e+00
1.3600000000e-01  1.9919946058e+00  1.9919946058e+00  -8.0456648199e-02  2.2204460493e-16  1.4627188349e-14  1.9872578909e+00
1.3700000000e-01  1.9919141086e+00  1.9919141086e+00  -8.0537354110e-02  2.2204460493e-16  1.4377388169e-14  1.9871040408e+00
1.3800000000e-01  1.9918335317e+00  1.9918335317e+00  -8.0616291184e-02  4.4408920985e-16  1.4141465776e-14  1.9869499022e+00
1.3900000000e-01  1.9917528766e+00  1.9917528766e+00  -8.0693501435e-02  4.4408920985e-16  1.3919421171e-14  1.9867954814e+00
1.4000000000e-01  1.9916721452e+00  1.9916721452e+00  -8.0769025874e-02  4.4408920985e-16  1.3711254354e-14  1.9866407848e+00
1.4100000000e-01  1.9915913391e+00  1.9915913391e+00  -8.0842904537e-02  4.4408920985e-16  1.3489209749e-14  1.9864858187e+00
1.4200000000e-01  1.9915104600e+00  1.9915104600e+00  -8.0915176505e-02  4.4408920985e-16  1.3253287356e-14  1.9863305890e+00
1.4300000000e-01  1.9914295093e+00  1.9914295093e+00  -8.0985879929e-02  2.2204460493e-16  1.3003487176e-14  1.9861751016e+00
1.4400000000e-01  1.9913484887e+00  1.9913484887e+00  -8.1055052051e-02  2.2204460493e-16  1.2795320359e-14  1.9860193625e+00
1.4500000000e-01  1.9912673997e+00  1.9912673997e+00  -8.1122729227e-02  0.0000000000e+00  1.2573275754e-14  1.9858633771e+00
1.4600000000e-01  1.9911862437e+00  1.9911862437e+00  -8.1188946947e-02  2.2204460493e-16  1.2337353361e-14  1.9857071512e+00
1.4700000000e-01  1.9911050223e+00  1.9911050223e+00  -8.1253739853e-02  0.0000000000e+00  1.2143064332e-14  1.9855506900e+00
1.4800000000e-01  1.9910237367e+00  1.9910237367e+00  -8.1317141768e-02  0.0000000000e+00  1.1921019727e-14  1.9853939989e+00
1.4900000000e-01  1.9909423884e+00  1.9909423884e+00  -8.1379185703e-02  4.4408920985e-16  1.1726730698e-14  1.9852370830e+00
1.5000000000e-01  1.9908609788e+00  1.9908609788e+00  -8.1439903890e-02  2.2204460493e-16  1.1532441668e-14  1.9850799474e+00
1.5100000000e-01  1.9907795091e+00  1.9907795091e+00  -8.1499327788e-02  4.4408920985e-16  1.1324274851e-14  1.9849225971e+00
1.5200000000e-01  1.9906979806e+00  1.9906979806e+00  -8.1557488111e-02  2.2204460493e-16  1.1116108034e-14  1.9847650368e+00
1.5300000000e-01  1.9906163945e+00  1.9906163945e+00  -8.1614414840e-02  0.0000000000e+00  1.0907941217e-14  1.9846072714e+00
1.5400000000e-01  1.9905347521e+00  1.9905347521e+00  -8.1670137244e-02  0.0000000000e+00  1.0672018824e-14  1.9844493054e+00
1.5500000000e-01  1.9904530546e+00  1.9904530546e+00  -8.1724683894e-02  2.2204460493e-16  1.0449974219e-14  1.9842911433e+00
1.5600000000e-01  1.9903713031e+00  1.9903713031e+00  -8.1778082682e-02  4.4408920985e-16  1.0255685190e-14  1.9841327896e+00
1.5700000000e-01  1.9902894988e+00  1.9902894988e+00  -8.1830360837e-02  6.6613381478e-16  1.0061396161e-14  1.9839742486e+00
1.5800000000e-01  1.9902076428e+00  1.9902076428e+00  -8.1881544940e-02  6.6613381478e-16  9.8393515557e-15  1.9838155244e+00
1.5900000000e-01  1.9901257361e+00  1.9901257361e+00  -8.1931660938e-02  8.8817841970e-16  9.6450625264e-15  1.9836566213e+00
1.6000000000e-01  1.9900437798e+00  1.9900437798e+00  -8.1980734164e-02  8.8817841970e-16  9.4924068605e-15  1.9834975432e+00
1.6100000000e-01  1.9899617750e+00  1.9899617750e+00  -8.2028789346e-02  1.3322676296e-15  9.3258734069e-15  1.9833382941e+00
1.6200000000e-01  1.9898797226e+00  1.9898797226e+00  -8.2075850625e-02  1.1102230246e-15  9.2009733166e-15  1.9831788778e+00
1.6300000000e-01  1.9897976236e+00  1.9897976236e+00  -8.2121941568e-02  8.8817841970e-16  9.0483176507e-15  1.9830192981e+00
1.6400000000e-01  1.9897154790e+00  1.9897154790e+00  -8.2167085180e-02  8.8817841970e-16  8.8956619848e-15  1.9828595586e+00
1.6500000000e-01  1.9896332897e+00  1.9896332897e+00  -8.2211303922e-02  8.8817841970e-16  8.7291285311e-15  1.9826996630e+00
1.6600000000e-01  1.9895510567e+00  1.9895510567e+00  -8.2254619719e-02  1.1102230246e-15  8.5764728652e-15  1.9825396148e+00
1.6700000000e-01  1.9894687808e+00  1.9894687808e+00  -8.2297053976e-02  1.3322676296e-15  8.4376949872e-15  1.9823794174e+00
1.6800000000e-01  1.9893864629e+00  1.9893864629e+00  -8.2338627587e-02  1.3322676296e-15  8.2711615335e-15  1.9822190741e+00
1.6900000000e-01  1.9893041038e+00  1.9893041038e+00  -8.2379360953e-02  8.8817841970e-16  8.1323836554e-15  1.9820585883e+00
1.7000000000e-01  1.9892217044e+00  1.9892217044e+00  -8.2419273987e-02  8.8817841970e-16  7.9936057773e-15  1.9818979630e+00
1.7100000000e-01  1.9891392655e+00  1.9891392655e+00  -8.2458386132e-02  8.8817841970e-16  7.8548278992e-15  1.9817372016e+00
1.7200000000e-01  1.9890567879e+00  1.9890567879e+00  -8.2496716365e-02  6.6613381478e-16  7.7299278090e-15  1.9815763069e+00
1.7300000000e-01  1.9889742724e+00  1.9889742724e+00  -8.2534283215e-02  6.6613381478e-16  7.5911499309e-15  1.9814152820e+00
1.7400000000e-01  1.9888917196e+00  1.9888917196e+00  -8.2571104771e-02  1.1102230246e-15  7.3968609016e-15  1.9812541298e+00
1.7500000000e-01  1.9888091304e+00  1.9888091304e+00  -8.2607198692e-02  1.5543122345e-15  7.2580830235e-15  1.9810928532e+00
1.7600000000e-01  1.9887265054e+00  1.9887265054e+00  -8.2642582216e-02  1.1102230246e-15  7.1331829332e-15  1.9809314549e+00
1.7700000000e-01  1.9886438455e+00  1.9886438455e+00  -8.2677272173e-02  1.5543122345e-15  7.0082828429e-15  1.9807699377e+00
1.7800000000e-01  1.9885611511e+00  1.9885611511e+00  -8.2711284994e-02  1.5543122345e-15  6.8556271771e-15  1.9806083042e+00
1.7900000000e-01  1.9884784231e+00  1.9884784231e+00  -8.2744636718e-02  1.5543122345e-15  6.7168492990e-15  1.9804465570e+00
1.8000000000e-01  1.9883956621e+00  1.9883956621e+00  -8.2777343006e-02  1.7763568394e-15  6.5919492087e-15  1.9802846987e+00
1.8100000000e-01  1.9883128686e+00  1.9883128686e+00  -8.2809419144e-02  1.7763568394e-15  6.4392935428e-15  1.9801227317e+00
1.8200000000e-01  1.9882300434e+00  1.9882300434e+00  -8.2840880058e-02  2.4424906542e-15  6.3421490282e-15  1.9799606585e+00
1.8300000000e-01  1.9881471871e+00  1.9881471871e+00  -8.2871740317e-02  1.9984014443e-15  6.2172489379e-15  1.9797984814e+00
1.8400000000e-01  1.9880643001e+00  1.9880643001e+00  -8.2902014147e-02  1.5543122345e-15  6.0923488476e-15  1.9796362027e+00
1.8500000000e-01  1.9879813832e+00  1.9879813832e+00  -8.2931715435e-02  1.7763568394e-15  5.9674487574e-15  1.9794738247e+00
1.8600000000e-01  1.9878984369e+00  1.9878984369e+00  -8.2960857738e-02  1.9984014443e-15  5.8564264549e-15  1.9793113497e+00
1.8700000000e-01  1.9878154617e+00  1.9878154617e+00  -8.2989454293e-02  2.2204460493e-15  5.7592819402e-15  1.9791487796e+00
1.8800000000e-01  1.9877324582e+00  1.9877324582e+00  -8.3017518021e-02  2.6645352591e-15  5.6482596378e-15  1.9789861168e+00
1.8900000000e-01  1.9876494268e+00  1.9876494268e+00  -8.3045061539e-02  2.2204460493e-15  5.5372373353e-15  1.9788233631e+00
1.9000000000e-01  1.9875663682e+00  1.9875663682e+00  -8.3072097162e-02  2.2204460493e-15  5.4539706085e-15  1.9786605207e+00
1.9100000000e-01  1.9874832828e+00  1.9874832828e+00  -8.3098636914e-02  1.9984014443e-15  5.3429483060e-15  1.9784975914e+00
1.9200000000e-01  1.9874001711e+00  1.9874001711e+00  -8.3124692536e-02  1.9984014443e-15  5.2319260035e-15  1.9783345773e+00
1.9300000000e-01  1.9873170336e+00  1.9873170336e+00  -8.3150275487e-02  1.5543122345e-15  5.1347814889e-15  1.9781714801e+00
1.9400000000e-01  1.9872338707e+00  1.9872338707e+00  -8.3175396957e-02  1.5543122345e-15  5.0515147620e-15  1.9780083018e+00
1.9500000000e-01  1.9871506829e+00  1.9871506829e+00  -8.3200067869e-02  1.3322676296e-15  4.9266146718e-15  1.9778450440e+00
