period_index,time,elapsed_time,lambda_estimate,stretch_norm,theta,omega
108,1193.8052083638638,565.4866776461628,-0.24841496158709586,0.21150399223678673,0.05943965926493843,0.005143303133539632
109,1199.0411961198731,570.7226654021458,-0.24969558978308018,0.1311280129712797,0.0594396592650738,0.005143303131293633
110,1204.2771838758824,575.9586531581288,-0.2492289032064378,0.3539460145683402,0.059439659265209145,0.005143303129047819
111,1209.5131716318917,581.1946409141118,-0.24825135503788662,0.4786365543173746,0.05943965926534453,0.005143303126801951
112,1214.749159387901,586.4306286700947,-0.2480573686438059,0.30541569608428476,0.05943965926547989,0.005143303124556105
113,1219.9851471439104,591.6666164260778,-0.24850819455624387,0.2089701234554199,0.05943965926561525,0.005143303122310277
114,1225.2211348999197,596.9026041820607,-0.2497490694554677,0.12978613186315333,0.059439659265750615,0.005143303120064305
115,1230.457122655929,602.1385919380438,-0.24922177927767622,0.3715093285881733,0.05943965926588601,0.005143303117818498
116,1235.6931104119383,607.3745796940267,-0.24831177693605325,0.4713238248143797,0.05943965926602137,0.0051433031155725135
117,1240.9290981679476,612.6105674500097,-0.2481435217583659,0.30207422192969857,0.059439659266156755,0.005143303113326729
118,1246.165085923957,617.8465552059927,-0.24859422774416978,0.2064403887906088,0.059439659266292105,0.0051433031110807576
119,1251.4010736799662,623.0825429619757,-0.24979654533395756,0.12863460232508403,0.059439659266427504,0.0051433031088348865
120,1256.6370614359755,628.3185307179587,-0.24921591000759744,0.3894157586866133,0.05943965926656285,0.005143303106589051
121,1261.8730491919848,633.5545184739417,-0.24836777690472614,0.46414749792804594,0.05943965926669822,0.005143303104343229
122,1267.1090369479941,638.7905062299246,-0.24822309405651646,0.29878572269712417,0.05943965926683359,0.005143303102097253
123,1272.3450247040034,644.0264939859077,-0.2486739494965405,0.2039142065823446,0.059439659266968946,0.00514330309985136
124,1277.5810124600127,649.2624817418906,-0.24983839782424255,0.1276981036746739,0.05943965926710434,0.00514330309760551
125,1282.817000216022,654.4984694978737,-0.24921118507557322,0.4075298864827736,0.059439659267239674,0.00514330309535968
126,1288.0529879720314,659.7344572538566,-0.24841987471689653,0.4571187825954761,0.059439659267375065,0.005143303093113748
127,1293.2889757280407,664.9704450098396,-0.2482968643889644,0.29554765389117443,0.0594396592675104,0.005143303090867886
128,1298.52496348405,670.2064327658226,-0.24874810943989337,0.20139106227211223,0.05943965926764579,0.005143303088622006
129,1303.7609512400593,675.4424205218055,-0.24987492711003678,0.1270032617275071,0.05943965926778116,0.005143303086376151
130,1308.9969389960686,680.6784082777885,-0.24920750263887495,0.42569138985707433,0.05943965926791654,0.005143303084130303
131,1314.232926752078,685.9143960337715,-0.24846851106911627,0.4502454158727125,0.05943965926805189,0.0051433030818844195
132,1319.4689145080872,691.1503837897545,-0.24836549381340828,0.2923575715171447,0.05943965926818727,0.005143303079638541
133,1324.7049022640965,696.3863715457375,-0.24881734450222986,0.19887051463170655,0.059439659268322655,0.00514330307739266
134,1329.9408900201058,701.6223593017205,-0.24990637489086695,0.12657849620287026,0.059439659268458,0.005143303075146775
135,1335.1768777761151,706.8583470577034,-0.24920476899800786,0.4437159216787822,0.059439659268593396,0.005143303072900875
136,1340.4128655321244,712.0943348136865,-0.24851406211508037,0.44353229523847604,0.05943965926872874,0.005143303070654929
137,1345.6488532881338,717.3303225696694,-0.24842954709161205,0.2892131274676474,0.05943965926886413,0.0051433030684092445
138,1350.884841044143,722.5663103256525,-0.24888219926573188,0.19635220302939324,0.05943965926899948,0.005143303066163158
139,1356.1208288001524,727.8022980816354,-0.24993294375099767,0.1264537817658015,0.05943965926913485,0.005143303063917268
140,1361.3568165561617,733.0382858376184,-0.24920289818075125,0.46139790217687404,0.059439659269270244,0.005143303061671608
141,1366.592804312171,738.2742735936014,-0.24855685090652346,0.4369820144745952,0.05943965926940561,0.0051433030594255046
142,1371.8287920681803,743.5102613495844,-0.24848950964506253,0.2861120650405308,0.059439659269540965,0.005143303057179781
143,1377.0647798241896,748.7462491055674,-0.24894314203687154,0.193835855869608,0.059439659269676336,0.005143303054933724
144,1382.300767580199,753.9822368615504,-0.24995481464641894,0.12666032008729064,0.059439659269811713,0.005143303052688025
145,1387.5367553362082,759.2182246175333,-0.2492018114782952,0.4785155263738472,0.05943965926994707,0.005143303050442194
146,1392.7727430922175,764.4542123735164,-0.24859715648293337,0.43059531450316285,0.059439659270082455,0.005143303048196129
147,1398.0087308482268,769.6902001294993,-0.24854580105049373,0.28305221460739294,0.0594396592702178,0.005143303045950327
148,1403.2447186042361,774.9261878854824,-0.24900057764445788,0.19132130036216047,0.05943965927035317,0.005143303043704393
149,1408.4807063602454,780.1621756414653,-0.24997216258269184,0.12723012873333597,0.05943965927048854,0.005143303041458542
150,1413.7166941162548,785.3981633974483,-0.2492014369583754,0.49483807418020564,0.05943965927062393,0.005143303039212705
151,1418.952681872264,790.6341511534313,-0.24863522115514736,0.42437146027599154,0.059439659270759296,0.005143303036966786
152,1424.1886696282734,795.8701389094143,-0.24859878587201276,0.2800314894471746,0.05943965927089466,0.005143303034720961
153,1429.4246573842827,801.1061266653973,-0.2490548577115939,0.18880847379934607,0.05943965927103003,0.005143303032475076
154,1434.660645140292,806.3421144213803,-0.2499851702265096,0.12819556289528164,0.05943965927116543,0.005143303030229161
155,1439.8966328963013,811.5781021773632,-0.24920170897356908,0.5101353003254776,0.05943965927130075,0.0051433030279833284
156,1445.1326206523106,816.8140899333463,-0.24867125638811957,0.4183085540777714,0.05943965927143613,0.005143303025737419
157,1450.36860840832,822.0500776893292,-0.24864878242357077,0.2770478817555634,0.05943965927157149,0.005143303023491514
158,1455.6045961643292,827.2860654453123,-0.24910628895824183,0.18629743654475706,0.059439659271706885,0.005143303021245661
159,1460.8405839203385,832.5220532012952,-0.24999403897423256,0.12958879657699648,0.05943965927184223,0.005143303018999776
160,1466.0765716763478,837.7580409572782,-0.24920256767764556,0.5241883124924632,0.059439659271977585,0.00514330301675384
161,1471.3125594323571,842.9940287132612,-0.24870544758744753,0.4124037946377076,0.05943965927211299,0.005143303014508032
162,1476.5485471883665,848.2300164692442,-0.24869606990891585,0.2740994588379497,0.059439659272248334,0.00514330301226215
163,1481.7845349443758,853.4660042252272,-0.24915513995400773,0.18378838696615185,0.0594396592723837,0.00514330301001632
164,1487.020522700385,858.7019919812102,-0.2499989969241552,0.13144129888346384,0.05943965927251909,0.005143303007770272
165,1492.2565104563944,863.9379797371931,-0.2492039585588127,0.5368009907132772,0.059439659272654446,0.005143303005524612
166,1497.4924982124037,869.1739674931762,-0.24873795802083867,0.40665369038898014,0.05943965927278983,0.0051433030032785754
167,1502.728485968413,874.4099552491591,-0.2487408942790661,0.2711843594914796,0.059439659272925195,0.0051433030010327304
168,1507.9644737244223,879.6459430051422,-0.2492016466403201,0.1812816785767939,0.05943965927306057,0.005143302998786903
169,1513.2004614804316,884.8819307611251,-0.2500003032869963,0.13378334630591593,0.059439659273195916,0.005143302996540944
170,1518.436449236441,890.1179185171081,-0.24920583199562185,0.5478107519679859,0.05943965927333132,0.005143302994295121
171,1523.6724369924502,895.3539062730911,-0.2487689320516169,0.40105423416223385,0.05943965927346666,0.005143302992049206
172,1528.9084247484595,900.5898940290741,-0.24878347306825863,0.26830079058008227,0.05943965927360206,0.005143302989803325
173,1534.1444125044688,905.825881785057,-0.24924601686678846,0.178777839685343,0.0594396592737374,0.005143302987557538
174,1539.3804002604782,911.0618695410401,-0.24999824901328171,0.13664361153677687,0.059439659273872784,0.005143302985311698
175,1544.6163880164875,916.297857297023,-0.24920814283899523,0.5570974070623587,0.059439659274008134,0.005143302983065781
176,1549.8523757724968,921.5338450530061,-0.24879849782110938,0.395601045602443,0.05943965927414351,0.005143302980819868
177,1555.088363528506,926.769832808989,-0.24882399941035516,0.26544702380522106,0.05943965927427889,0.0051433029785739005
178,1560.3243512845154,932.005820564972,-0.2492884341308693,0.17627759589377673,0.05943965927441428,0.005143302976328068
179,1565.5603390405247,937.241808320955,-0.2499931537713762,0.1400488625508194,0.05943965927454964,0.005143302974082229
180,1570.796326796534,942.477796076938,-0.249210850022145,0.5645890380441972,0.05943965927468498,0.005143302971836343
181,1576.0323145525433,947.713783832921,-0.24882676948651022,0.3902894866869098,0.059439659274820374,0.00514330296959045
182,1581.2683023085526,952.949771588904,-0.24886264539328973,0.2626213926744035,0.059439659274955724,0.005143302967344563
183,1586.504290064562,958.185759344887,-0.24932906066791366,0.17378189582583614,0.05943965927509111,0.005143302965098715
184,1591.7402778205712,963.42174710087,-0.2499853597980432,0.14402379306483326,0.059439659275226486,0.005143302962852798
185,1596.9762655765805,968.6577348568529,-0.249213916198935,0.5702642245060029,0.05943965927536185,0.005143302960606955
186,1602.2122533325899,973.893722612836,-0.24885384909788844,0.385114754908434,0.05943965927549721,0.005143302958361039
187,1607.4482410885992,979.1297103688189,-0.2488995648754333,0.25982228966915377,0.05943965927563258,0.0051433029561151825
188,1612.6842288446085,984.365698124802,-0.2493680400066072,0.1712919405147833,0.05943965927576796,0.005143302953869223
189,1617.9202166006178,989.6016858807849,-0.24997522347435555,0.1485909890455385,0.059439659275903306,0.005143302951623489
190,1623.156204356627,994.8376736367679,-0.24921730741037323,0.5741504807091162,0.059439659276038684,0.005143302949377564
191,1628.3921921126364,1000.0736613927509,-0.24887982818048285,0.38007195797395477,0.05943965927617404,0.005143302947131686
192,1633.6281798686457,1005.3096491487338,-0.24893489586193737,0.2570481636141145,0.059439659276309426,0.005143302944885905
193,1638.864167624655,1010.5456369047168,-0.24940549908015833,0.1688092169280659,0.05943965927644479,0.005143302942639916
194,1644.1001553806643,1015.7816246606998,-0.24996310567820706,0.15377101856178735,0.05943965927658017,0.005143302940393999
195,1649.3361431366736,1021.0176124166828,-0.2492209927783382,0.5763193069085948,0.05943965927671555,0.005143302938148134
196,1654.572130892683,1026.2536001726658,-0.24890478907492442,0.37515617325111755,0.0594396592768509,0.0051433029359022695
197,1659.8081186486922,1031.4895879286487,-0.24896876251920363,0.25429751724925065,0.059439659276986266,0.005143302933656396
198,1665.0441064047016,1036.7255756846318,-0.24944154996448678,0.16633553615651864,0.05943965927712165,0.005143302931410536
199,1670.2800941607109,1041.9615634406148,-0.249949361992922,0.15958261690560965,0.059439659277257,0.005143302929164649
200,1675.5160819167202,1047.1975511965977,-0.24922494422525623,0.5768786845454028,0.059439659277392365,0.005143302926918815
201,1680.7520696727295,1052.4335389525806,-0.24892880607754925,0.3703624946657509,0.05943965927752774,0.005143302924672903
202,1685.9880574287388,1057.6695267085638,-0.24900127689014645,0.25156890500764323,0.05943965927766313,0.005143302922426936
203,1691.224045184748,1062.9055144645467,-0.24947629129977708,0.16387307684489424,0.05943965927779851,0.005143302920181059
204,1696.4600329407574,1068.1415022205297,-0.24993433371807958,0.16604292770573398,0.059439659277933855,0.005143302917935313
205,1701.6960206967667,1073.3774899765126,-0.24922913621821924,0.5759640756987587,0.059439659278069226,0.00514330291568938
206,1706.932008452776,1078.6134777324958,-0.2489519464147767,0.365686069303113,0.059439659278204576,0.005143302913443559
207,1712.1679962087853,1083.8494654884787,-0.24903254036079897,0.24886093100215778,0.05943965927833996,0.0051433029111976405
208,1717.4039839647946,1089.0854532444616,-0.24950980944011772,0.16142443448558932,0.05943965927847533,0.0051433029089517565
209,1722.639971720804,1094.3214410004446,-0.24991834038020835,0.17316775464708853,0.05943965927861069,0.0051433029067059245
210,1727.8759594768133,1099.5574287564277,-0.24923354553590632,0.5737290043514081,0.059439659278746074,0.00514330290446
211,1733.1119472328226,1104.7934165124107,-0.24897427107908346,0.36112212558544493,0.05943965927888142,0.0051433029022141495
212,1738.3479349888319,1110.0294042683936,-0.24906264491926725,0.2461722472253173,0.059439659279016815,0.00514330289996822
213,1743.5839227448412,1115.2653920243765,-0.24954217936686213,0.15899267723375146,0.05943965927915216,0.005143302897722402
214,1748.8199105008505,1120.5013797803597,-0.24990167414244221,0.180971777040462,0.05943965927928755,0.005143302895476511
215,1754.0558982568598,1125.7373675363426,-0.2492381510566347,0.5703361391892612,0.05943965927942289,0.005143302893230542
216,1759.291886012869,1130.9733552923256,-0.24899583554900698,0.3566659945785541,0.05943965927955828,0.00514330289098469
217,1764.5278737688784,1136.2093430483085,-0.2490916742404732,0.24350155196795203,0.05943965927969363,0.005143302888738825
218,1769.7638615248877,1141.4453308042916,-0.24957346539433672,0.15658140892282582,0.05943965927982901,0.005143302886492949
219,1774.999849280897,1146.6813185602746,-0.24988459622562428,0.18946868459948915,0.05943965927996436,0.00514330288424711
220,1780.2358370369063,1151.9173063162575,-0.24924293356587415,0.5659495360574266,0.05943965928009976,0.005143302882001178
221,1785.4718247929156,1157.1532940722404,-0.2490166904115482,0.35231312571239265,0.059439659280235126,0.0051433028797552675
222,1790.707812548925,1162.3892818282236,-0.24911970462408792,0.2408475884637452,0.059439659280370497,0.005143302877509512
223,1795.9438003049343,1167.6252695842065,-0.24960372169126774,0.1541948399557199,0.059439659280505854,0.005143302875263587
224,1801.1797880609436,1172.8612573401895,-0.24986733522275295,0.19867119074995185,0.059439659280641224,0.005143302873017729
225,1806.4157758169529,1178.0972450961724,-0.2492478755816123,0.5607284084069206,0.05943965928077661,0.005143302870771742
226,1811.6517635729622,1183.3332328521556,-0.24903688190209253,0.3480590979770399,0.05943965928091195,0.0051433028685259116
227,1816.8877513289715,1188.5692206081385,-0.24914680580822038,0.23820914376853258,0.059439659281047316,0.005143302866280055
228,1822.1237390849808,1193.8052083641214,-0.24963299263762903,0.15183786670555166,0.05943965928118271,0.005143302864034139
229,1827.35972684099,1199.0411961201044,-0.24985008703467929,0.20859088812658552,0.05943965928131807,0.005143302861788239
230,1832.5957145969994,1204.2771838760875,-0.24925296119603305,0.554822534980684,0.05943965928145346,0.005143302859542465
231,1837.8317023530087,1209.5131716320705,-0.2490564523743499,0.34389962746937497,0.059439659281588814,0.005143302857296564
232,1843.067690109018,1214.7491593880534,-0.24917304167752227,0.2355850478852987,0.059439659281724205,0.00514330285505059
233,1848.3036778650273,1219.9851471440363,-0.2496613130344596,0.149516159964665,0.05943965928185957,0.005143302852804867
234,1853.5396656210366,1225.2211349000195,-0.24983301607746808,0.21923791358889488,0.05943965928199493,0.005143302850558868
235,1858.775653377046,1230.4571226560024,-0.2492581759320584,0.5483692188318832,0.0594396592821303,0.005143302848312989
236,1864.0116411330553,1235.6931104119853,-0.2490754407106929,0.33983057201106065,0.05943965928226566,0.005143302846067175
237,1869.2476288890646,1240.9290981679683,-0.24919847088120484,0.23297417314811678,0.05943965928240101,0.005143302843821255
238,1874.4836166450739,1246.1650859239514,-0.24968870818360947,0.14723626280961816,0.05943965928253638,0.005143302841575346
239,1879.7196044010832,1251.4010736799344,-0.249816257397239,0.23062039272303078,0.05943965928267178,0.0051433028393294365
240,1884.9555921570925,1256.6370614359173,-0.24926350661340324,0.5414915896332135,0.059439659282807124,0.005143302837083672
