parameter,sample_index,time,theta,theta_wrapped,omega,v
0.7256666666666667,15,1658.7608381564946,-2.9386215047750204,-2.9386215047750204,1.0002958916120295,1.0002958916120295
0.7256666666666667,16,1668.1856156460067,-2.045108741416987,-2.045108741416987,1.5918585078845562,1.5918585078845562
0.7256666666666667,17,1677.6103931355187,-2.945283005723559,-2.945283005723559,0.9947954543396037,0.9947954543396037
0.7256666666666667,18,1687.0351706250308,-2.023957954344032,-2.023957954344032,1.6044192449504082,1.6044192449504082
0.7256666666666667,19,1696.4599481145428,-2.9318700918648744,-2.9318700918648744,1.0040083120744465,1.0040083120744465
0.7256666666666667,20,1705.884725604055,-2.0635147791271042,-2.0635147791271042,1.5808476452945062,1.5808476452945062
0.7256666666666667,21,1715.309503093567,-2.9558364790564915,-2.9558364790564915,0.9875527478542305,0.9875527478542305
0.7256666666666667,22,1724.734280583079,-1.992241444415618,-1.992241444415618,1.6230634193569429,1.6230634193569429
0.7256666666666667,23,1734.159058072591,-2.9091939288488486,-2.9091939288488486,1.01959783842065,1.01959783842065
0.726,0,1517.3891758138138,-2.2742298620147015,-2.2742298620147015,1.4497409888240245,1.4497409888240245
0.726,1,1526.813953303326,-2.9925876222387315,-2.9925876222387315,0.9626073487689452,0.9626073487689452
0.726,2,1536.238730792838,-1.8690481162368398,-1.8690481162368398,1.6929600891984413,1.6929600891984413
0.726,3,1545.66350828235,-2.786636530356466,-2.786636530356466,1.1038333480245124,1.1038333480245124
0.726,4,1555.088285771862,-2.426241882459408,-2.426241882459408,1.3506006140859887,1.3506006140859887
0.726,5,1564.513063261374,-2.9328035372188688,-2.9328035372188688,1.0042134646770389,1.0042134646770389
0.726,6,1573.9378407508862,-2.05264411616432,-2.05264411616432,1.5871591466076067,1.5871591466076067
0.726,7,1583.3626182403982,-2.9427971188583473,-2.9427971188583473,0.9964438385737951,0.9964438385737951
0.726,8,1592.7873957299103,-2.021892387329099,-2.021892387329099,1.6054366046402762,1.6054366046402762
0.726,9,1602.2121732194223,-2.923760617974549,-2.923760617974549,1.0095172491273654,1.0095172491273654
0.726,10,1611.6369507089344,-2.077478362330463,-2.077478362330463,1.5722472876008322,1.5722472876008322
0.726,11,1621.0617281984464,-2.9560525606600425,-2.9560525606600425,0.9873516904811505,0.9873516904811505
0.726,12,1630.4865056879585,-1.9821891478571274,-1.9821891478571274,1.6287153845244307,1.6287153845244307
0.726,13,1639.9112831774705,-2.8949195297772525,-2.8949195297772525,1.0293461942842401,1.0293461942842401
0.726,14,1649.3360606669826,-2.1584105111949965,-2.1584105111949965,1.522753327457624,1.522753327457624
0.726,15,1658.7608381564946,-2.9859771923899183,-2.9859771923899183,0.9668966768727646,0.9668966768727646
0.726,16,1668.1856156460067,-1.889664064237754,-1.889664064237754,1.68149416138683,1.68149416138683
0.726,17,1677.6103931355187,-2.8092263128961434,-2.8092263128961434,1.0883032348687627,1.0883032348687627
0.726,18,1687.0351706250308,-2.37507746164693,-2.37507746164693,1.384342019630108,1.384342019630108
0.726,19,1696.4599481145428,-2.9619895687211772,-2.9619895687211772,0.9839446141515652,0.9839446141515652
0.726,20,1705.884725604055,-1.9651794946091115,-1.9651794946091115,1.6385750878729934,1.6385750878729934
0.726,21,1715.309503093567,-2.8811008397549354,-2.8811008397549354,1.0388524739652878,1.0388524739652878
0.726,22,1724.734280583079,-2.1957674794718978,-2.1957674794718978,1.4994702141071212,1.4994702141071212
0.726,23,1734.159058072591,-2.992838351230549,-2.992838351230549,0.9622533135748387,0.9622533135748387
0.7263333333333333,0,1517.3891758138138,-2.3073405251673194,-2.3073405251673194,1.4282699657848044,1.4282699657848044
0.7263333333333333,1,1526.813953303326,-2.977989663376785,-2.977989663376785,0.9726648047063224,0.9726648047063224
0.7263333333333333,2,1536.238730792838,-1.906066879217006,-1.906066879217006,1.6720759374265344,1.6720759374265344
0.7263333333333333,3,1545.66350828235,-2.820404486894241,-2.820404486894241,1.0805312198089012,1.0805312198089012
0.7263333333333333,4,1555.088285771862,-2.3390897784040674,-2.3390897784040674,1.4076881340465164,1.4076881340465164
0.7263333333333333,5,1564.513063261374,-2.9683884951417503,-2.9683884951417503,0.9793601649027353,0.9793601649027353
0.7263333333333333,6,1573.9378407508862,-1.9360047085830117,-1.9360047085830117,1.6551106553130257,1.6551106553130257
0.7263333333333333,7,1583.3626182403982,-2.849244080584007,-2.849244080584007,1.0606937399737664,1.0606937399737664
0.7263333333333333,8,1592.7873957299103,-2.2686333325076053,-2.2686333325076053,1.4531468013262991,1.4531468013262991
0.7263333333333333,9,1602.2121732194223,-2.9850796696583375,-2.9850796696583375,0.9676871317141653,0.9676871317141653
0.7263333333333333,10,1611.6369507089344,-1.8836328119752186,-1.8836328119752186,1.6846402452352176,1.6846402452352176
0.7263333333333333,11,1621.0617281984464,-2.797039335530857,-2.797039335530857,1.0965956874395901,1.0965956874395901
0.7263333333333333,12,1630.4865056879585,-2.39321713195594,-2.39321713195594,1.372256562254946,1.372256562254946
0.7263333333333333,13,1639.9112831774705,-2.943940683731172,-2.943940683731172,0.9963571180596794,0.9963571180596794
0.7263333333333333,14,1649.3360606669826,-2.0102131501881484,-2.0102131501881484,1.612116714878937,1.612116714878937
0.7263333333333333,15,1658.7608381564946,-2.909116476947322,-2.909116476947322,1.0195157799961825,1.0195157799961825
0.7263333333333333,16,1668.1856156460067,-2.10950009051798,-2.10950009051798,1.5526309135573855,1.5526309135573855
0.7263333333333333,17,1677.6103931355187,-2.9630289358883988,-2.9630289358883988,0.9825276525258719,0.9825276525258719
0.7263333333333333,18,1687.0351706250308,-1.9516389025604113,-1.9516389025604113,1.6461628467741132,1.6461628467741132
0.7263333333333333,19,1696.4599481145428,-2.8632370559772347,-2.8632370559772347,1.051067335721546,1.051067335721546
0.7263333333333333,20,1705.884725604055,-2.2329934044781603,-2.2329934044781603,1.475831081917324,1.475831081917324
0.7263333333333333,21,1715.309503093567,-2.9872139761212546,-2.9872139761212546,0.9661337888009874,0.9661337888009874
0.7263333333333333,22,1724.734280583079,-1.8767454423989267,-1.8767454423989267,1.688471556478702,1.688471556478702
0.7263333333333333,23,1734.159058072591,-2.7895655417115073,-2.7895655417115073,1.1017320427132067,1.1017320427132067
0.7266666666666667,0,1517.3891758138138,-1.9983984665876997,-1.9983984665876997,1.6188423979482687,1.6188423979482687
0.7266666666666667,1,1526.813953303326,-2.8941090859772345,-2.8941090859772345,1.029763177418193,1.029763177418193
0.7266666666666667,2,1536.238730792838,-2.1414123708547104,-2.1414123708547104,1.5328775228919795,1.5328775228919795
0.7266666666666667,3,1545.66350828235,-2.966388136360631,-2.966388136360631,0.9801998675478165,0.9801998675478165
0.7266666666666667,4,1555.088285771862,-1.9320904993692747,-1.9320904993692747,1.6571275471740294,1.6571275471740294
0.7266666666666667,5,1564.513063261374,-2.8395209912241524,-2.8395209912241524,1.0673021081686715,1.0673021081686715
0.7266666666666667,6,1573.9378407508862,-2.2831217264330395,-2.2831217264330395,1.4436888357100872,1.4436888357100872
0.7266666666666667,7,1583.3626182403982,-2.9747382633305794,-2.9747382633305794,0.9747668083791238,0.9747668083791238
0.7266666666666667,8,1592.7873957299103,-1.906805733717655,-1.906805733717655,1.6714429862265643,1.6714429862265643
0.7266666666666667,9,1602.2121732194223,-2.8152390032691317,-2.8152390032691317,1.0839991966681826,1.0839991966681826
0.7266666666666667,10,1611.6369507089344,-2.341538588315662,-2.341538588315662,1.4059256598768708,1.4059256598768708
0.7266666666666667,11,1621.0617281984464,-2.9589483462843877,-2.9589483462843877,0.9857924356498105,0.9857924356498105
0.7266666666666667,12,1630.4865056879585,-1.9555266658089534,-1.9555266658089534,1.6437168755045781,1.6437168755045781
0.7266666666666667,13,1639.9112831774705,-2.8603228536626664,-2.8603228536626664,1.0529953880111056,1.0529953880111056
0.7266666666666667,14,1649.3360606669826,-2.230813307008395,-2.230813307008395,1.4770308936404573,1.4770308936404573
0.7266666666666667,15,1658.7608381564946,-2.979203745715505,-2.979203745715505,0.9715677646656452,0.9715677646656452
0.7266666666666667,16,1668.1856156460067,-1.8926893928775401,-1.8926893928775401,1.679365030196923,1.679365030196923
0.7266666666666667,17,1677.6103931355187,-2.8008544405999114,-2.8008544405999114,1.0938868970186015,1.0938868970186015
0.7266666666666667,18,1687.0351706250308,-2.3748041900712717,-2.3748041900712717,1.3841911338523774,1.3841911338523774
0.7266666666666667,19,1696.4599481145428,-2.9447113758817536,-2.9447113758817536,0.9956939647933638,0.9956939647933638
0.7266666666666667,20,1705.884725604055,-1.9983984671815866,-1.9983984671815866,1.6188423974950783,1.6188423974950783
0.7266666666666667,21,1715.309503093567,-2.8941090863547343,-2.8941090863547343,1.0297631770521094,1.0297631770521094
0.7266666666666667,22,1724.734280583079,-2.141412371427383,-2.141412371427383,1.5328775224346105,1.5328775224346105
0.7266666666666667,23,1734.159058072591,-2.966388136724318,-2.966388136724318,0.9801998671914502,0.9801998671914502
0.727,0,1517.3891758138138,-1.910625700913514,-1.910625700913514,1.669074044907015,1.669074044907015
0.727,1,1526.813953303326,-2.813075642150668,-2.813075642150668,1.0854021987838636,1.0854021987838636
0.727,2,1536.238730792838,-2.336872580767308,-2.336872580767308,1.4087921300393864,1.4087921300393864
0.727,3,1545.66350828235,-2.9520980836481656,-2.9520980836481656,0.9904211206647986,0.9904211206647986
0.727,4,1555.088285771862,-1.966793625945652,-1.966793625945652,1.6370120394999061,1.6370120394999061
0.727,5,1564.513063261374,-2.863361540657889,-2.863361540657889,1.0508299386060358,1.0508299386060358
0.727,6,1573.9378407508862,-2.2133399398896447,-2.2133399398896447,1.4878800966083658,1.4878800966083658
0.727,7,1583.3626182403982,-2.9707855844056636,-2.9707855844056636,0.9772480174854571,0.9772480174854571
0.727,8,1592.7873957299103,-1.9094879330439507,-1.9094879330439507,1.669715399399428,1.669715399399428
0.727,9,1602.2121732194223,-2.811960009607768,-2.811960009607768,1.0861689738222289,1.0861689738222289
0.727,10,1611.6369507089344,-2.339475605542867,-2.339475605542867,1.4070993165074666,1.4070993165074666
0.727,11,1621.0617281984464,-2.9511530648503714,-2.9511530648503714,0.9910791478563756,0.9910791478563756
0.727,12,1630.4865056879585,-1.9696357604757877,-1.9696357604757877,1.6353692211171342,1.6353692211171342
0.727,13,1639.9112831774705,-2.8656556421487065,-2.8656556421487065,1.0492526366798127,1.0492526366798127
0.727,14,1649.3360606669826,-2.2074146968434185,-2.2074146968434185,1.4916078520350955,1.4916078520350955
0.727,15,1658.7608381564946,-2.9704253141556585,-2.9704253141556585,0.9774828786197687,0.9774828786197687
0.727,16,1668.1856156460067,-1.9105779285231328,-1.9105779285231328,1.6691009805095909,1.6691009805095909
0.727,17,1677.6103931355187,-2.8130288762210576,-2.8130288762210576,1.085434341319807,1.085434341319807
0.727,18,1687.0351706250308,-2.336981817259946,-2.336981817259946,1.4087211110817832,1.4087211110817832
0.727,19,1696.4599481145428,-2.9520588951157447,-2.9520588951157447,0.9904484105950672,0.9904484105950672
0.727,20,1705.884725604055,-1.9669115730863533,-1.9669115730863533,1.63694390179946,1.63694390179946
0.727,21,1715.309503093567,-2.8634572258179856,-2.8634572258179856,1.050764149885405,1.050764149885405
0.727,22,1724.734280583079,-2.2130933079887107,-2.2130933079887107,1.4880353875092482,1.4880353875092482
0.727,23,1734.159058072591,-2.97077283564419,-2.97077283564419,0.9772562437418776,0.9772562437418776
0.7273333333333333,0,1517.3891758138138,-2.2375267461904524,-2.2375267461904524,1.4724180886137133,1.4724180886137133
0.7273333333333333,1,1526.813953303326,-2.9630273940647083,-2.9630273940647083,0.9825683150358514,0.9825683150358514
0.7273333333333333,2,1536.238730792838,-1.9240455645301178,-1.9240455645301178,1.661269644863258,1.661269644863258
0.7273333333333333,3,1545.66350828235,-2.819872962435983,-2.819872962435983,1.0806472066784714,1.0806472066784714
0.7273333333333333,4,1555.088285771862,-2.3111725672699497,-2.3111725672699497,1.425278259386888,1.425278259386888
0.7273333333333333,5,1564.513063261374,-2.9517595233204235,-2.9517595233204235,0.9905084978226838,0.9905084978226838
0.7273333333333333,6,1573.9378407508862,-1.9583329569917318,-1.9583329569917318,1.6416799265170232,1.6416799265170232
0.7273333333333333,7,1583.3626182403982,-2.8500616781778576,-2.8500616781778576,1.059897095874552,1.059897095874552
0.7273333333333333,8,1592.7873957299103,-2.2375266914114826,-2.2375266914114826,1.472418123294722,1.472418123294722
0.7273333333333333,9,1602.2121732194223,-2.963027395971829,-2.963027395971829,0.9825683135530484,0.9825683135530484
0.7273333333333333,10,1611.6369507089344,-1.9240455592133612,-1.9240455592133612,1.6612696478359428,1.6612696478359428
0.7273333333333333,11,1621.0617281984464,-2.8198729574151424,-2.8198729574151424,1.0806472100865152,1.0806472100865152
0.7273333333333333,12,1630.4865056879585,-2.31117257974435,-2.31117257974435,1.4252782512859534,1.4252782512859534
0.7273333333333333,13,1639.9112831774705,-2.9517595200862483,-2.9517595200862483,0.9905085000398195,0.9905085000398195
0.7273333333333333,14,1649.3360606669826,-1.9583329673981693,-1.9583329673981693,1.6416799204854424,1.6416799204854424
0.7273333333333333,15,1658.7608381564946,-2.8500616867648834,-2.8500616867648834,1.0598970899293394,1.0598970899293394
0.7273333333333333,16,1668.1856156460067,-2.237526670454292,-2.237526670454292,1.4724181365372226,1.4724181365372226
0.7273333333333333,17,1677.6103931355187,-2.9630273967952796,-2.9630273967952796,0.982568312894738,0.982568312894738
0.7273333333333333,18,1687.0351706250308,-1.9240455573172741,-1.9240455573172741,1.661269648868737,1.661269648868737
0.7273333333333333,19,1696.4599481145428,-2.819872955580261,-2.819872955580261,1.0806472113050591,1.0806472113050591
0.7273333333333333,20,1705.884725604055,-2.3111725846763256,-2.3111725846763256,1.4252782480580484,1.4252782480580484
0.7273333333333333,21,1715.309503093567,-2.951759518931034,-2.951759518931034,0.9905085008054971,0.9905085008054971
0.7273333333333333,22,1724.734280583079,-1.9583329715536588,-1.9583329715536588,1.6416799180514718,1.6416799180514718
0.7273333333333333,23,1734.159058072591,-2.8500616901670286,-2.8500616901670286,1.0598970875482023,1.0598970875482023
0.7276666666666667,0,1517.3891758138138,-2.267302212597102,-2.267302212597102,1.4532911590169515,1.4532911590169515
0.7276666666666667,1,1526.813953303326,-2.952413718761571,-2.952413718761571,0.9898700960048876,0.9898700960048876
0.7276666666666667,2,1536.238730792838,-1.9468590503997862,-1.9468590503997862,1.6480551475064895,1.6480551475064895
0.7276666666666667,3,1545.66350828235,-2.8340921307775973,-2.8340921307775973,1.070794424524414,1.070794424524414
0.7276666666666667,4,1555.088285771862,-2.267349766339023,-2.267349766339023,1.4532607785605516,1.4532607785605516
0.7276666666666667,5,1564.513063261374,-2.9524073267171893,-2.9524073267171893,0.9898746130730782,0.9898746130730782
0.7276666666666667,6,1573.9378407508862,-1.9468783458629273,-1.9468783458629273,1.6480440983490514,1.6480440983490514
0.7276666666666667,7,1583.3626182403982,-2.8341086516994256,-2.8341086516994256,1.0707830717262246,1.0707830717262246
0.7276666666666667,8,1592.7873957299103,-2.26730955701711,-2.26730955701711,1.453286466905108,1.453286466905108
0.7276666666666667,9,1602.2121732194223,-2.9524127321915157,-2.9524127321915157,0.9898707931562984,0.9898707931562984
0.7276666666666667,10,1611.6369507089344,-1.946862029184157,-1.946862029184157,1.6480534417325747,1.6480534417325747
0.7276666666666667,11,1621.0617281984464,-2.83409468126108,-2.83409468126108,1.0707926718516185,1.0707926718516185
0.7276666666666667,12,1630.4865056879585,-2.267343559501608,-2.267343559501608,1.4532647438736184,1.4532647438736184
0.7276666666666667,13,1639.9112831774705,-2.9524081616315785,-2.9524081616315785,0.9898740230287433,0.9898740230287433
0.7276666666666667,14,1649.3360606669826,-1.9468758262838821,-1.9468758262838821,1.6480455410951322,1.6480455410951322
0.7276666666666667,15,1658.7608381564946,-2.8341064944259173,-2.8341064944259173,1.070784554109888,1.070784554109888
0.7276666666666667,16,1668.1856156460067,-2.267314808193177,-2.267314808193177,1.4532831120815843,1.4532831120815843
0.7276666666666667,17,1677.6103931355187,-2.952412026746378,-2.952412026746378,0.989871291640045,0.989871291640045
0.7276666666666667,18,1687.0351706250308,-1.9468641593480887,-1.9468641593480887,1.648052221900067,1.648052221900067
0.7276666666666667,19,1696.4599481145428,-2.8340965051115248,-2.8340965051115248,1.0707914185033842,1.0707914185033842
0.7276666666666667,20,1705.884725604055,-2.2673391211446896,-2.2673391211446896,1.4532675793557694,1.4532675793557694
0.7276666666666667,21,1715.309503093567,-2.9524087586305114,-2.9524087586305114,0.9898736011096168,0.9898736011096168
0.7276666666666667,22,1724.734280583079,-1.9468740248698655,-1.9468740248698655,1.6480465725968736,1.6480465725968736
0.7276666666666667,23,1734.159058072591,-2.8341049520222295,-2.8341049520222295,1.070785613969882,1.070785613969882
0.728,0,1517.3891758138138,-2.2526054207345814,-2.2526054207345814,1.4624837853301873,1.4624837853301873
0.728,1,1526.813953303326,-2.945886714220627,-2.945886714220627,0.9942514924042749,0.9942514924042749
0.728,2,1536.238730792838,-1.9568766379585938,-1.9568766379585938,1.6420953532591633,1.6420953532591633
0.728,3,1545.66350828235,-2.8361776844118385,-2.8361776844118385,1.0692823083983138,1.0692823083983138
0.728,4,1555.088285771862,-2.2526054208433166,-2.2526054208433166,1.4624837852402457,1.4624837852402457
0.728,5,1564.513063261374,-2.945886714293986,-2.945886714293986,0.9942514923326516,0.9942514923326516
0.728,6,1573.9378407508862,-1.9568766380798337,-1.9568766380798337,1.6420953531682851,1.6420953531682851
0.728,7,1583.3626182403982,-2.8361776844907904,-2.8361776844907904,1.0692823083228413,1.0692823083228413
0.728,8,1592.7873957299103,-2.2526054209512165,-2.2526054209512165,1.4624837851508343,1.4624837851508343
0.728,9,1602.2121732194223,-2.9458867143673917,-2.9458867143673917,0.9942514922609929,0.9942514922609929
0.728,10,1611.6369507089344,-1.9568766382009883,-1.9568766382009883,1.6420953530774554,1.6420953530774554
0.728,11,1621.0617281984464,-2.8361776845696776,-2.8361776845696776,1.0692823082474132,1.0692823082474132
0.728,12,1630.4865056879585,-2.2526054210592634,-2.2526054210592634,1.4624837850613304,1.4624837850613304
0.728,13,1639.9112831774705,-2.945886714440756,-2.945886714440756,0.994251492189364,0.994251492189364
0.728,14,1649.3360606669826,-1.9568766383222986,-1.9568766383222986,1.642095352986537,1.642095352986537
0.728,15,1658.7608381564946,-2.836177684648669,-2.836177684648669,1.0692823081719136,1.0692823081719136
0.728,16,1668.1856156460067,-2.2526054211670545,-2.2526054211670545,1.4624837849719892,1.4624837849719892
0.728,17,1677.6103931355187,-2.9458867145141627,-2.9458867145141627,0.9942514921177046,0.9942514921177046
0.728,18,1687.0351706250308,-1.9568766384434617,-1.9568766384434617,1.6420953528957025,1.6420953528957025
0.728,19,1696.4599481145428,-2.8361776847275566,-2.8361776847275566,1.0692823080964846,1.0692823080964846
0.728,20,1705.884725604055,-2.2526054212751037,-2.2526054212751037,1.4624837848824837,1.4624837848824837
0.728,21,1715.309503093567,-2.9458867145875285,-2.9458867145875285,0.9942514920460753,0.9942514920460753
0.728,22,1724.734280583079,-1.9568766385647418,-1.9568766385647418,1.6420953528048017,1.6420953528048017
0.728,23,1734.159058072591,-2.836177684806502,-2.836177684806502,1.0692823080210174,1.0692823080210174
0.7283333333333333,0,1517.3891758138138,-2.2366256284846435,-2.2366256284846435,1.4724489561781615,1.4724489561781615
0.7283333333333333,1,1526.813953303326,-2.9388591240792876,-2.9388591240792876,0.9989747605115582,0.9989747605115582
0.7283333333333333,2,1536.238730792838,-1.9681249531464065,-1.9681249531464065,1.6354029060957023,1.6354029060957023
0.7283333333333333,3,1545.66350828235,-2.8387683393413736,-2.8387683393413736,1.067424748554238,1.067424748554238
0.7283333333333333,4,1555.088285771862,-2.236625628592991,-2.236625628592991,1.472448956088769,1.472448956088769
0.7283333333333333,5,1564.513063261374,-2.938859124153086,-2.938859124153086,0.9989747604396395,0.9989747604396395
0.7283333333333333,6,1573.9378407508862,-1.9681249532668768,-1.9681249532668768,1.635402906004982,1.635402906004982
0.7283333333333333,7,1583.3626182403982,-2.8387683394199743,-2.8387683394199743,1.0674247484790222,1.0674247484790222
0.7283333333333333,8,1592.7873957299103,-2.236625628702151,-2.236625628702151,1.4724489559988614,1.4724489559988614
0.7283333333333333,9,1602.2121732194223,-2.938859124226792,-2.938859124226792,0.9989747603677858,0.9989747603677858
0.7283333333333333,10,1611.6369507089344,-1.9681249533876906,-1.9681249533876906,1.6354029059140613,1.6354029059140613
0.7283333333333333,11,1621.0617281984464,-2.8387683394988334,-2.8387683394988334,1.0674247484036274,1.0674247484036274
0.7283333333333333,12,1630.4865056879585,-2.2366256288106667,-2.2366256288106667,1.472448955909362,1.472448955909362
0.7283333333333333,13,1639.9112831774705,-2.93885912430053,-2.93885912430053,0.998974760295909,0.998974760295909
0.7283333333333333,14,1649.3360606669826,-1.96812495350843,-1.96812495350843,1.6354029058231847,1.6354029058231847
